text,x,y,w,h,filename,line_num
"859,180",1263,946,93,28,034.jpg,16
บาท,1398,949,51,22,034.jpg,16
02103-1,272,990,93,26,034.jpg,17
เงินช่วยเหลือค่าครองชีพของลูกจ้างชัวคราว,406,980,406,45,034.jpg,17
"1,402,800",1247,992,109,28,034.jpg,17
บาท,1398,995,51,22,034.jpg,17
1.4 ค่าตอบแทน ใช้สอยและวัสดุ,156,1027,342,44,034.jpg,18
"809,435",1091,1036,96,30,034.jpg,18
บาท,1252,1041,54,22,034.jpg,18
032171,272,1082,93,26,034.jpg,19
เงินสมทบกองทุนประกันสังคม,406,1078,287,39,034.jpg,19
"420,840",1263,1085,93,28,034.jpg,19
บาท,1398,1088,51,22,034.jpg,19
03611-1,272,1129,93,26,034.jpg,20
ค่าเครื่องแต่งกาย,405,1119,169,37,034.jpg,20
"53,820",1276,1131,80,28,034.jpg,20
บาท,1398,1134,51,22,034.jpg,20
03128-1,272,1176,93,26,034.jpg,21
เงินตอบแทนพิเศษของลูกจ้างประจํา,406,1170,343,40,034.jpg,21
"334,775",1263,1178,92,28,034.jpg,21
บาท,1398,1181,51,22,034.jpg,21
2. งบดําเนินงาน,154,1268,166,30,034.jpg,22
"5,589,535",1072,1273,115,29,034.jpg,22
บาท,1252,1276,54,22,034.jpg,22
ค่าตอบแทน ใช้สอยและวัสดุ,154,1313,280,39,034.jpg,23
"5,589,535",1072,1318,115,29,034.jpg,23
บาท,1252,1322,54,22,034.jpg,23
2.1 ค่าตอบแทน,154,1361,166,29,034.jpg,24
"4,638,165",1072,1363,115,30,034.jpg,24
บาท,1252,1368,54,22,034.jpg,24
ค่าอาหารทําการนอกเวลา,215,1404,246,30,034.jpg,25
,154,1451,118,39,034.jpg,26
"951,370",1091,1456,96,29,034.jpg,26
บาท,1252,1460,54,22,034.jpg,26
ค่าวัสดุในการรักษาความสะอาด,207,1495,300,40,034.jpg,27
ค่าวัสดุป้องกันอุบัติภัย,207,1543,214,39,034.jpg,28
ค่าเครื่องแบบชุดปฏิบัติงาน,207,1584,261,45,034.jpg,29
0 0         6          1๓๑เซิ่อง|3.ค่าวัสดุอุปกรณ์ในการขนถ่ายสิงปฏิกูล,207,1639,354,45,034.jpg,30
396,776,107,49,26,035.jpg,0
งานเก็บขยะมูลฝอยและขนถ่ายสิงปฏิกูล,154,237,388,45,035.jpg,1
"71,919,697",1226,248,130,29,035.jpg,1
um,1396,251,55,22,035.jpg,1
1.งบบุคลากร,156,295,144,33,035.jpg,2
"50,195,562",1058,295,130,29,035.jpg,2
บาท,1252,298,54,22,035.jpg,2
1.1 เงินเดือน,156,334,133,31,035.jpg,3
"1,813,230",1074,339,113,29,035.jpg,3
บาท,1252,343,54,22,035.jpg,3
01101-1,272,384,93,25,035.jpg,4
อัตราเดิม 6 อัตรา,405,379,173,30,035.jpg,4
"1,688,310",1247,386,109,28,035.jpg,4
บาท,1398,389,51,22,035.jpg,4
01102-1,272,431,93,25,035.jpg,5
a a    &เงนเลอนขน,406,419,121,38,035.jpg,5
"101,295",1265,433,90,28,035.jpg,5
บาท,1398,436,51,22,035.jpg,5
01107-1,272,478,93,25,035.jpg,6
เงินค่าตอบแทนรายเดือนของข้าราชการ,406,472,373,32,035.jpg,6
"18,900",1278,480,78,28,035.jpg,6
บาท,1398,483,51,22,035.jpg,6
01108-1,272,525,93,25,035.jpg,7
เงินเพิมการครองชีพชั่วคราวของข้าราชการ,406,514,402,37,035.jpg,7
"3,960",1288,527,68,28,035.jpg,7
บาท,1398,530,51,22,035.jpg,7
01109-1,272,571,93,26,035.jpg,8
เงินช่วยเหลือค่าครองชีพของข้าราชการ,406,566,368,32,035.jpg,8
765,1307,574,48,25,035.jpg,8
บาท,1398,577,51,22,035.jpg,8
1.2 ค่าจ้างประจํา,156,609,200,36,035.jpg,9
"36,467,235",1058,617,129,30,035.jpg,9
บาท,1252,623,54,22,035.jpg,9
01201-1,272,664,93,25,035.jpg,10
อัตราเดิม 158 อัตรา,405,659,198,30,035.jpg,10
"34,103,430",1232,666,124,28,035.jpg,10
บาท,1398,669,51,22,035.jpg,10
01202-1,272,711,93,25,035.jpg,11
เงินเพิ่มค่าจ้างประจํา,406,700,201,37,035.jpg,11
"1,400,310",1247,713,109,28,035.jpg,11
บาท,1398,716,51,22,035.jpg,11
01205-1,272,757,93,25,035.jpg,12
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา,406,747,429,45,035.jpg,12
"620,235",1263,760,92,28,035.jpg,12
บาท,1398,763,51,22,035.jpg,12
01206-1,272,804,93,25,035.jpg,13
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา,406,799,396,40,035.jpg,13
"343,260",1263,807,93,28,035.jpg,13
บาท,1398,810,51,22,035.jpg,13
1.3 ค่าจ้างชัวคราว|,156,841,214,36,035.jpg,14
"10,821,600",1060,851,127,29,035.jpg,14
บาท,1252,855,54,22,035.jpg,14
02101-1,272,896,93,25,035.jpg,15
ค่าจ้างชั่วคราว 75 อัตรา,405,886,233,37,035.jpg,15
"7,913,340",1245,899,111,28,035.jpg,15
บาท,1398,902,51,22,035.jpg,15
02102-1,272,943,93,25,035.jpg,16
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชัวคราว,406,933,439,45,035.jpg,16
"1,104,660",1247,946,109,28,035.jpg,16
บาท,1398,949,51,22,035.jpg,16
02103-1,272,990,93,26,035.jpg,17
เงินช่วยเหลือค่าครองชีพของลูกจ้างชัวคราว,406,980,406,45,035.jpg,17
"1,803,600",1247,992,109,28,035.jpg,17
บาท,1398,995,51,22,035.jpg,17
1.4 ค่าตอบแทน ใช้สอยและวัสดุ,156,1027,342,44,035.jpg,18
"1,093,497",1074,1036,114,30,035.jpg,18
บาท,1252,1041,54,22,035.jpg,18
032171,272,1082,93,26,035.jpg,19
เงินสมทบกองทุนประกันสังคม,406,1078,287,39,035.jpg,19
"541,080",1263,1085,93,28,035.jpg,19
บาท,1398,1088,51,22,035.jpg,19
03611-1,272,1129,93,26,035.jpg,20
ค่าเครื่องแต่งกาย,405,1119,169,37,035.jpg,20
"121,992",1265,1131,91,28,035.jpg,20
บาท,1398,1134,51,22,035.jpg,20
03128-1,272,1176,93,26,035.jpg,21
เงินตอบแทนพิเศษของลูกจ้างประจํา,406,1170,343,40,035.jpg,21
"430,425",1263,1178,92,28,035.jpg,21
บาท,1398,1181,51,22,035.jpg,21
2. งบดําเนินงาน,154,1268,166,30,035.jpg,22
"21,724,135",1058,1272,129,30,035.jpg,22
บาท,1252,1276,54,22,035.jpg,22
2.1 ค่าตอบแทน ใช้สอยและวัสดุ,154,1313,320,39,035.jpg,23
"21,724,135",1058,1317,129,30,035.jpg,23
บาท,1252,1322,54,22,035.jpg,23
2.1 ค่าตอบแทน,154,1361,166,29,035.jpg,24
"10,848,345",1060,1363,127,30,035.jpg,24
บาท,1252,1368,54,22,035.jpg,24
ค่าอาหารทําการนอกเวลา,215,1404,246,30,035.jpg,25
ค่าตอบแทนเจ้าหน้าที่เก็บขนมูลฝอย,215,1445,341,45,035.jpg,26
ค่าตอบแทนเจ้าหน้าที่เก็บขนสิงปฏิกูล,215,1492,354,45,035.jpg,27
"1           yw ad     28             ey,ค่าตอบแทนเจ้าหน้าทีเก็บขนสิงปฏิกูลประ เภทไขมัน",215,1539,483,45,035.jpg,28
2.2 ค่าใช้สอย,154,1592,142,31,035.jpg,29
"231,520",1091,1596,96,29,035.jpg,29
บาท,1252,1601,54,22,035.jpg,29
ค่าซ่อมแซมยานพาหนะ,215,1637,226,30,035.jpg,30
,154,1684,118,39,035.jpg,31
"10,644,270",1060,1688,127,30,035.jpg,31
บาท,1252,1693,54,22,035.jpg,31
ส่วนใหญ่เป็นค่าวัสดุนํามันเชื้อเพลิงและนํามันหล่อลื่น ค่าเครื่องแบบชุดปฏิบัติงาน,215,1723,752,46,035.jpg,32
ค่าวัสดุในการรักษาความสะอาด ฯลฯ,215,1773,350,40,035.jpg,33
397,776,107,50,26,036.jpg,0
a daaงานดูแลสวนและพนทสเขยว,154,235,283,47,036.jpg,1
"20,864,100",1226,247,129,30,036.jpg,1
um,1396,251,55,22,036.jpg,1
1.งบบุคลากร,156,295,144,33,036.jpg,2
"15,164,100",1060,294,127,30,036.jpg,2
บาท,1252,298,54,22,036.jpg,2
1.1 เงินเดือน,164,334,133,31,036.jpg,3
"456,300",1091,338,96,30,036.jpg,3
บาท,1252,343,54,22,036.jpg,3
01101-1,279,384,93,25,036.jpg,4
อัตราเดิม 1 อัตรา,413,379,172,30,036.jpg,4
"419,800",1263,386,93,28,036.jpg,4
บาท,1398,389,51,22,036.jpg,4
01102-1,279,431,93,25,036.jpg,5
ad    &เงนเลอนขน,414,419,121,38,036.jpg,5
"25,200",1276,433,80,28,036.jpg,5
บาท,1398,436,51,22,036.jpg,5
01108-1,279,478,93,25,036.jpg,6
เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ,414,467,402,37,036.jpg,6
"8,700",1288,480,68,28,036.jpg,6
บาท,1398,483,51,22,036.jpg,6
01109-1,279,525,93,26,036.jpg,7
เงินช่วยเหลือค่าครองชีพของข้าราชการ,414,519,368,32,036.jpg,7
"2,600",1288,527,68,28,036.jpg,7
บาท,1398,530,51,22,036.jpg,7
1.2 ค่าจ้างประจํา,156,562,200,36,036.jpg,8
"7,216,400",1072,570,115,30,036.jpg,8
บาท,1252,576,54,22,036.jpg,8
01201-1,272,617,93,25,036.jpg,9
อัตราเดิม 31 อัตรา,405,612,185,31,036.jpg,9
"6,690,400",1245,619,111,28,036.jpg,9
บาท,1398,622,51,22,036.jpg,9
01202-1,272,664,93,25,036.jpg,10
เงินเพิ่มค่าจ้างประจํา,406,653,201,37,036.jpg,10
"323,400",1263,666,93,28,036.jpg,10
บาท,1398,669,51,22,036.jpg,10
01205-1,272,711,93,25,036.jpg,11
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา,406,700,429,45,036.jpg,11
"134,800",1265,713,91,28,036.jpg,11
บาท,1398,716,51,22,036.jpg,11
01206-1,272,757,93,25,036.jpg,12
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา,406,752,396,40,036.jpg,12
"67,800",1276,760,80,28,036.jpg,12
บาท,1398,763,51,22,036.jpg,12
1.3 ค่าจ้างชัวคราว|,156,795,214,36,036.jpg,13
"7,056,000",1072,804,115,29,036.jpg,13
บาท,1252,809,54,22,036.jpg,13
02101-1,272,850,93,25,036.jpg,14
ค่าจ้างชัวคราว 49 อัตรา,405,839,233,37,036.jpg,14
"5,186,400",1245,852,111,28,036.jpg,14
บาท,1398,855,51,22,036.jpg,14
02102-1,272,896,93,25,036.jpg,15
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว,406,886,439,45,036.jpg,15
"693,600",1263,899,93,28,036.jpg,15
บาท,1398,902,51,22,036.jpg,15
02103-1,272,943,93,26,036.jpg,16
เงินช่วยเหลือค่าครองชีพของลูกจ้างชัวคราว,406,933,406,45,036.jpg,16
"1,176,000",1247,946,109,28,036.jpg,16
บาท,1398,949,51,22,036.jpg,16
1.4 ค่าตอบแทน ใช้สอยและวัสดุ,156,980,342,44,036.jpg,17
"435,400",1091,989,96,30,036.jpg,17
บาท,1252,994,54,22,036.jpg,17
03217-1,272,1035,93,26,036.jpg,18
เงินสมทบกองทุนประกันสังคม,406,1031,287,39,036.jpg,18
"352,800",1263,1038,93,28,036.jpg,18
บาท,1398,1041,51,22,036.jpg,18
03611-1,272,1082,93,26,036.jpg,19
ค่าเครื่องแต่งกาย,405,1072,169,37,036.jpg,19
"29,900",1276,1085,80,28,036.jpg,19
บาท,1398,1088,51,22,036.jpg,19
03128-1,272,1129,93,26,036.jpg,20
เงินตอบแทนพิเศษของลูกจ้างประจํา,406,1124,343,40,036.jpg,20
"52,700",1276,1131,80,28,036.jpg,20
บาท,1398,1134,51,22,036.jpg,20
2. งบดําเนินงาน,154,1221,166,30,036.jpg,21
"5,000,000",1072,1226,115,29,036.jpg,21
บาท,1252,1229,54,22,036.jpg,21
2.1 ค่าตอบแทน ใช้สอยและวัสดุ,154,1266,320,39,036.jpg,22
"5,000,000",1072,1271,115,29,036.jpg,22
บาท,1252,1275,54,22,036.jpg,22
2.1 ค่าตอบแทน,154,1314,166,29,036.jpg,23
"1,034,700",1074,1316,113,30,036.jpg,23
บาท,1252,1321,54,22,036.jpg,23
ค่าอาหารทําการนอกเวลา,215,1357,246,30,036.jpg,24
2.2 ค่าใช้สอย,154,1404,142,31,036.jpg,25
"385,200",1091,1409,96,29,036.jpg,25
บาท,1252,1413,54,22,036.jpg,25
ค่าซ่อมแซมยานพาหนะ,215,1449,226,30,036.jpg,26
ค่าซ่อมแซมเครื่องจักรกลและเครื่องทุ่นแรง,215,1490,401,45,036.jpg,27
,154,1543,118,39,036.jpg,28
"3,580,100",1072,1548,115,29,036.jpg,28
บาท,1252,1552,54,22,036.jpg,28
ส่วนใหญ่เป็นค่าวัสดุนํามันเชื้อเพลิงและนํามันหล่อลื่น ค่าวัสดุอุปกรณ์,215,1583,639,46,036.jpg,29
ในการปลูกและบํารุงรักษาต้นไม้ ฯลฯ,213,1634,353,40,036.jpg,30
3. งบรายจ่ายอื่น,154,1723,170,36,036.jpg,31
"700,000",1091,1734,96,29,036.jpg,31
บาท,1252,1737,54,22,036.jpg,31
,272,1778,93,26,036.jpg,32
ค่าใช้จ่ายในการบํารุงรักษา ปรับปรุง และเพิมพื้นทีสีเขียว,405,1766,528,46,036.jpg,32
"700,000",1263,1778,93,28,036.jpg,32
บาท,1398,1781,51,22,036.jpg,32
398,776,107,50,26,037.jpg,0
งานบริหารทัวไปและสอบสวนดําเนินคดี,154,284,385,36,037.jpg,1
"8,700,060",1239,295,116,29,037.jpg,1
บาท,1396,298,55,22,037.jpg,1
1.งบบุคลากร,156,342,144,33,037.jpg,2
"6,830,640",1072,341,115,30,037.jpg,2
บาท,1252,345,54,22,037.jpg,2
1.1 เงินเดือน,156,381,133,31,037.jpg,3
"2,163,240",1072,385,115,30,037.jpg,3
บาท,1252,390,54,22,037.jpg,3
01101-1,272,431,93,25,037.jpg,4
อัตราเดิม 5 อัตรา,405,426,173,30,037.jpg,4
"2,024,960",1245,433,111,28,037.jpg,4
บาท,1398,436,51,22,037.jpg,4
01102-1,272,478,93,25,037.jpg,5
a. a    &เงนเลอนขน,406,466,121,38,037.jpg,5
"121,480",1265,480,91,28,037.jpg,5
บาท,1398,483,51,22,037.jpg,5
01107-1,272,525,93,25,037.jpg,6
เงินค่าตอบแทนรายเดือนของข้าราชการ,406,519,373,32,037.jpg,6
"16,800",1278,527,78,28,037.jpg,6
บาท,1398,530,51,22,037.jpg,6
1.2 ค่าจ้างประจํา,156,562,200,36,037.jpg,7
"4,138,520",1072,570,115,30,037.jpg,7
บาท,1252,576,54,22,037.jpg,7
01201-1,272,617,93,25,037.jpg,8
อัตราเดิม 17 อัตรา,405,612,185,30,037.jpg,8
"3,881,200",1245,619,111,28,037.jpg,8
บาท,1398,622,51,22,037.jpg,8
01202-1,272,664,93,25,037.jpg,9
เงินเพิ่มค่าจ้างประจํา,406,653,201,37,037.jpg,9
"232,880",1263,666,93,28,037.jpg,9
บาท,1398,669,51,22,037.jpg,9
01205-1,272,711,93,25,037.jpg,10
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา,406,700,429,45,037.jpg,10
"18,240",1278,713,78,28,037.jpg,10
บาท,1398,716,51,22,037.jpg,10
01206-1,272,757,93,25,037.jpg,11
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา,406,752,396,40,037.jpg,11
"6,200",1288,760,68,28,037.jpg,11
บาท,1398,763,51,22,037.jpg,11
1.3 ค่าจ้างชัวคราว|,156,795,214,36,037.jpg,12
"403,200",1091,803,96,30,037.jpg,12
บาท,1252,809,54,22,037.jpg,12
02101-1,272,850,93,25,037.jpg,13
ค่าจ้างชั่วคราว 2 อัตรา,405,839,221,37,037.jpg,13
"292,000",1263,852,93,28,037.jpg,13
บาท,1398,855,51,22,037.jpg,13
02102-1,272,896,93,25,037.jpg,14
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว,406,886,439,45,037.jpg,14
"44,000",1276,899,80,28,037.jpg,14
บาท,1398,902,51,22,037.jpg,14
02103-1,272,943,93,26,037.jpg,15
เงินช่วยเหลือค่าครองชีพของลูกจ้างชัวคราว,406,933,406,45,037.jpg,15
"67,200",1276,946,80,28,037.jpg,15
บาท,1398,949,51,22,037.jpg,15
1.4 ค่าตอบแทน ใช้สอยและวัสดุ,156,980,342,44,037.jpg,16
"125,680",1093,990,94,29,037.jpg,16
บาท,1252,994,54,22,037.jpg,16
03217-1,272,1035,93,26,037.jpg,17
เงินสมทบกองทุนประกันสังคม,406,1031,287,39,037.jpg,17
"20,160",1276,1038,80,28,037.jpg,17
บาท,1398,1041,51,22,037.jpg,17
03611-1,272,1082,93,26,037.jpg,18
ค่าเครื่องแต่งกาย,405,1072,169,37,037.jpg,18
"105,520",1265,1085,91,28,037.jpg,18
บาท,1398,1088,51,22,037.jpg,18
2. งบดําเนินงาน,154,1174,166,30,037.jpg,19
"1,869,420",1074,1178,113,30,037.jpg,19
บาท,1252,1182,54,22,037.jpg,19
ค่าตอบแทน ใช้สอยและวัสดุ,154,1219,280,39,037.jpg,20
"1,869,420",1074,1223,113,30,037.jpg,20
บาท,1252,1228,54,22,037.jpg,20
2.1 ค่าตอบแทน,154,1267,166,29,037.jpg,21
"1,476,580",1074,1269,113,30,037.jpg,21
บาท,1252,1274,54,22,037.jpg,21
ค่าอาหารทําการนอกเวลา,215,1310,246,30,037.jpg,22
ค่าเบียประชุม,215,1350,137,46,037.jpg,23
2.2 ค่าใช้สอย,154,1404,142,31,037.jpg,24
"60,240",1104,1408,83,30,037.jpg,24
บาท,1252,1413,54,22,037.jpg,24
ค่าซ่อมแซมยานพาหนะ,215,1449,226,30,037.jpg,25
ค่ารับรอง,215,1496,97,31,037.jpg,26
ค่าซ่อมแซมครุภัณฑ์,215,1541,195,41,037.jpg,27
,154,1590,118,39,037.jpg,28
"332,600",1091,1595,96,29,037.jpg,28
บาท,1252,1599,54,22,037.jpg,28
ค่าวัสดุนํามันเชื่อเพลิงและน่ามันหล่อลืน,215,1628,376,46,037.jpg,29
ค่าวัสดุยานพาหนะ,215,1682,182,39,037.jpg,30
ค่าวัสดุสํานักงานประเภทเครื่องเขียน แบบพิมพ์,215,1723,444,45,037.jpg,31
399,776,107,50,26,038.jpg,0
งานตรวจและบังคับใช้กฎหมาย,154,242,305,39,038.jpg,1
"13,372,740",1228,247,127,30,038.jpg,1
um,1396,251,55,22,038.jpg,1
1.งบบุคลากร,156,295,144,33,038.jpg,2
"10,245,960",1060,294,127,30,038.jpg,2
บาท,1252,298,54,22,038.jpg,2
1.1 เงินเดือน,164,334,133,31,038.jpg,3
"3,244,860",1072,338,115,30,038.jpg,3
บาท,1252,343,54,22,038.jpg,3
01101-1,279,384,93,25,038.jpg,4
อัตราเดิม 8 อัตรา,413,379,172,30,038.jpg,4
"3,037,440",1245,386,111,28,038.jpg,4
บาท,1398,389,51,22,038.jpg,4
01102-1,279,431,93,25,038.jpg,5
ad    &เงนเลอนขน,414,419,121,38,038.jpg,5
"182,220",1265,433,91,28,038.jpg,5
บาท,1398,436,51,22,038.jpg,5
01107-1,279,478,93,25,038.jpg,6
เงินค่าตอบแทนรายเดือนของข้าราชการ,414,472,373,32,038.jpg,6
"25,200",1276,480,80,28,038.jpg,6
บาท,1398,483,51,22,038.jpg,6
1.2 ค่าจ้างประจํา,156,515,200,36,038.jpg,7
"6,207,780",1072,525,115,29,038.jpg,7
บาท,1252,529,54,22,038.jpg,7
01201-1,272,570,93,25,038.jpg,8
อัตราเดิม 26 อัตรา,405,565,185,30,038.jpg,8
"5,821,800",1245,572,111,28,038.jpg,8
บาท,1398,575,51,22,038.jpg,8
01202-1,272,617,93,25,038.jpg,9
เงินเพิ่มค่าจ้างประจํา,406,606,201,37,038.jpg,9
"349, 320",1263,619,93,28,038.jpg,9
บาท,1398,622,51,22,038.jpg,9
01205-1,272,664,93,25,038.jpg,10
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา,406,653,429,45,038.jpg,10
"27,360",1276,666,80,28,038.jpg,10
บาท,1398,669,51,22,038.jpg,10
01206-1,272,711,93,25,038.jpg,11
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา,406,705,396,40,038.jpg,11
"9,300",1288,713,68,28,038.jpg,11
บาท,1398,716,51,22,038.jpg,11
1.3 ค่าจ้างชัวคราว|,156,748,214,36,038.jpg,12
"604,800",1091,756,96,30,038.jpg,12
บาท,1252,762,54,22,038.jpg,12
02101-1,272,803,93,25,038.jpg,13
ค่าจ้างชั่วคราว 2 อัตรา,405,792,221,37,038.jpg,13
"438,000",1263,805,93,28,038.jpg,13
บาท,1398,808,51,22,038.jpg,13
02102-1,272,850,93,25,038.jpg,14
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว,406,839,439,45,038.jpg,14
"66,000",1276,852,80,28,038.jpg,14
บาท,1398,855,51,22,038.jpg,14
02103-1,272,896,93,26,038.jpg,15
เงินช่วยเหลือค่าครองชีพของลูกจ้างชัวคราว,406,886,406,45,038.jpg,15
"100,800",1265,899,91,28,038.jpg,15
บาท,1398,902,51,22,038.jpg,15
1.4 ค่าตอบแทน ใช้สอยและวัสดุ,156,934,342,44,038.jpg,16
"188,520",1093,943,94,29,038.jpg,16
บาท,1252,948,54,22,038.jpg,16
03217-1,272,989,93,26,038.jpg,17
เงินสมทบกองทุนประกันสังคม,406,984,287,39,038.jpg,17
"30,240",1276,991,80,28,038.jpg,17
บาท,1398,994,51,22,038.jpg,17
03611-1,272,1035,93,26,038.jpg,18
ค่าเครื่องแต่งกาย,405,1025,169,37,038.jpg,18
"158,280",1265,1038,91,28,038.jpg,18
บาท,1398,1041,51,22,038.jpg,18
2. งบดําเนินงาน,154,1127,166,30,038.jpg,19
"3,126,780",1072,1132,115,29,038.jpg,19
บาท,1252,1135,54,22,038.jpg,19
2.1 ค่าตอบแทน ใช้สอยและวัสดุ,154,1172,320,39,038.jpg,20
"3,126,780",1072,1177,115,29,038.jpg,20
บาท,1252,1181,54,22,038.jpg,20
2.1 ค่าตอบแทน,154,1220,166,29,038.jpg,21
"2,073,420",1072,1222,115,30,038.jpg,21
บาท,1252,1227,54,22,038.jpg,21
ค่าอาหารทําการนอกเวลา,215,1264,246,30,038.jpg,22
2.2 ค่าใช้สอย,154,1310,142,31,038.jpg,23
"97,760",1104,1315,83,29,038.jpg,23
บาท,1252,1319,54,22,038.jpg,23
ค่าซ่อมแซมยานพาหนะ,215,1356,226,30,038.jpg,24
,154,1403,118,39,038.jpg,25
"955,600",1091,1407,96,29,038.jpg,25
บาท,1252,1412,54,22,038.jpg,25
ค่าวัสดุนํามันเชื่อเพลิงและน่ามันหล่อลืน,215,1441,376,46,038.jpg,26
ค่าวัสดุยานพาหนะ,215,1495,182,39,038.jpg,27
400,776,107,50,25,039.jpg,0
งานบริหารทัวไปฝ่ายโยธา,154,284,253,36,039.jpg,1
"7,474,420",1239,294,116,30,039.jpg,1
บาท,1396,298,55,22,039.jpg,1
1.งบบุคลากร,156,342,144,33,039.jpg,2
"3,084,150",1072,341,115,30,039.jpg,2
บาท,1252,345,54,22,039.jpg,2
1.1 เงินเดือน,156,381,133,31,039.jpg,3
"2,176,080",1072,386,115,29,039.jpg,3
บาท,1252,390,54,22,039.jpg,3
01101-1,272,431,93,25,039.jpg,4
อัตราเดิม 5 อัตรา,405,426,173,30,039.jpg,4
"2,014,860",1245,433,111,28,039.jpg,4
บาท,1398,436,51,22,039.jpg,4
01102-1,272,478,93,25,039.jpg,5
เงินเลือนขันสําหรับข้าราชการ,406,466,283,38,039.jpg,5
"120,900",1265,480,91,28,039.jpg,5
บาท,1398,483,51,22,039.jpg,5
01106-1,272,525,93,25,039.jpg,6
เงินประจําตําแหน่ง,406,520,183,31,039.jpg,6
"20,160",1276,527,80,28,039.jpg,6
บาท,1398,530,51,22,039.jpg,6
01107-1,272,571,93,25,039.jpg,7
เงินค่าตอบแทนรายเดือนของข้าราชการ,406,566,373,32,039.jpg,7
"20,160",1276,574,80,28,039.jpg,7
บาท,1398,577,51,22,039.jpg,7
1.2 ค่าจ้างประจํา,156,609,200,36,039.jpg,8
"678,270",1091,618,96,29,039.jpg,8
บาท,1252,623,54,22,039.jpg,8
01201-1,272,664,93,25,039.jpg,9
อัตราเดิม 3 อัตรา,405,659,173,31,039.jpg,9
"630,780",1263,666,93,28,039.jpg,9
บาท,1398,669,51,22,039.jpg,9
01202-1,272,711,93,25,039.jpg,10
เงินเพิ่มค่าจ้างประจํา,406,700,201,37,039.jpg,10
"37,980",1276,713,80,28,039.jpg,10
บาท,1398,716,51,22,039.jpg,10
01205-1,272,757,93,25,039.jpg,11
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา,406,747,429,45,039.jpg,11
"2,310",1288,760,68,28,039.jpg,11
บาท,1398,763,51,22,039.jpg,11
01206-1,272,804,93,25,039.jpg,12
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา,406,799,396,40,039.jpg,12
"7,200",1288,807,68,28,039.jpg,12
บาท,1398,810,51,22,039.jpg,12
1.3 ค่าจ้างชัวคราว|,156,841,214,36,039.jpg,13
"215,970",1091,851,96,29,039.jpg,13
บาท,1252,855,54,22,039.jpg,13
02101-1,272,896,93,25,039.jpg,14
ค่าจ้างชั่วคราว 1 อัตรา,405,886,221,37,039.jpg,14
"161,520",1265,899,91,28,039.jpg,14
บาท,1398,902,51,22,039.jpg,14
02102-1,272,943,93,25,039.jpg,15
เงินเพิมการครองชีพชั่วคราว,406,933,267,37,039.jpg,15
"18,450",1278,946,78,28,039.jpg,15
บาท,1398,949,51,22,039.jpg,15
02103-1,272,990,93,26,039.jpg,16
เงินช่วยเหลือค่าครองชีพชั่วคราว,406,980,306,37,039.jpg,16
"36,000",1276,992,80,28,039.jpg,16
บาท,1398,995,51,22,039.jpg,16
1.4 ค่าตอบแทน ใช้สอยและวัสดุ,156,1027,342,44,039.jpg,17
"13,830",1106,1037,81,29,039.jpg,17
บาท,1252,1041,54,22,039.jpg,17
032171,272,1082,93,26,039.jpg,18
เงินสมทบกองทุนประกันสังคม,406,1078,287,39,039.jpg,18
"10,800",1278,1085,78,28,039.jpg,18
บาท,1398,1088,51,22,039.jpg,18
03128-1,272,1129,93,26,039.jpg,19
เงินตอบแทนพิเศษของลูกจ้างประจํา,406,1124,343,40,039.jpg,19
"3,030",1288,1131,68,28,039.jpg,19
บาท,1398,1134,51,22,039.jpg,19
2. งบดําเนินงาน,154,1221,166,30,039.jpg,20
"2,630,270",1072,1226,115,29,039.jpg,20
บาท,1252,1229,54,22,039.jpg,20
2.1 ค่าตอบแทน ใช้สอยและวัสดุ,154,1266,320,39,039.jpg,21
"2,630,270",1072,1271,115,29,039.jpg,21
บาท,1252,1275,54,22,039.jpg,21
2.1 ค่าตอบแทน,154,1314,166,29,039.jpg,22
"398,550",1091,1317,96,29,039.jpg,22
บาท,1252,1321,54,22,039.jpg,22
ค่าอาหารทําการนอกเวลา,215,1357,246,30,039.jpg,23
2.2 ค่าใช้สอย,154,1404,142,31,039.jpg,24
"2,010,500",1072,1409,115,29,039.jpg,24
บาท,1252,1413,54,22,039.jpg,24
ส่วนใหญ่เป็นค่าซ่อมแซมไฟฟ้าสาธารณะ ค่าซ่อมแซมถนน ตรอก ซอย,215,1448,646,38,039.jpg,25
สะพานและสิงสาธารณประโยชน์ ค่าซ่อมแซมยานพาหนะ ฯลฯ,215,1490,581,37,039.jpg,26
,154,1540,118,39,039.jpg,27
