,job,L1,L2,L3,amount
122,งานเก็บขยะมูลฝอยและขนถ่ายสิ่งปฏิกูล,"1. งบบุคลากร 54,213,450 บาท","1.3 ค่าจ้างชั่วคราว 13,968,000 บาท","02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 2,328,000 บาท","2,328,000"
123,งานเก็บขยะมูลฝอยและขนถ่ายสิ่งปฏิกูล,"1. งบบุคลากร 54,213,450 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 1,140,800 บาท","03122-1 เงินตอบแทนพิเศษของข้าราชการ 7,050 บาท","7,050"
124,งานเก็บขยะมูลฝอยและขนถ่ายสิ่งปฏิกูล,"1. งบบุคลากร 54,213,450 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 1,140,800 บาท","03128-1 เงินตอบแทนพิเศษของลูกจ้างประจํา 435,350 บาท","435,350"
125,งานเก็บขยะมูลฝอยและขนถ่ายสิ่งปฏิกูล,"1. งบบุคลากร 54,213,450 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 1,140,800 บาท","03217-1 เงินสมทบกองทุนประกันสังคม 698,400 บาท","698,400"
126,งานเก็บขยะมูลฝอยและขนถ่ายสิ่งปฏิกูล,"2. งบดําเนินงาน 4,507,500 บาท","2.1 ค่าตอบแทน 3,879,000 บาท",,"3,879,000"
127,งานเก็บขยะมูลฝอยและขนถ่ายสิ่งปฏิกูล,"2. งบดําเนินงาน 4,507,500 บาท","2.2 ค่าวัสดุ 628,500 บาท",,"628,500"
128,งานดูแลสวนและพื้นที่สีเขียว,"3. งบลงทุน 12,000 บาท","05120-3 รถเข็น 2 ล้อ 6 คัน 12,000 บาท",,"12,000"
129,งานดูแลสวนและพื้นที่สีเขียว,"1. งบบุคลากร 14,182,100 บาท","1.1 เงินเดือน 611,800 บาท","01101-1 อัตราเดิม 2 อัตรา 577, 100 บาท","577, 100"
130,งานดูแลสวนและพื้นที่สีเขียว,"1. งบบุคลากร 14,182,100 บาท","1.1 เงินเดือน 611,800 บาท","01102-1 เงินเลื่อนขั้น 34,700 บาท","34,700"
131,งานดูแลสวนและพื้นที่สีเขียว,"1. งบบุคลากร 14,182,100 บาท","1.2 ค่าจ้างประจํา 9,023,900 บาท","01201-1 อัตราเดิม 40 อัตรา 8,285,100 บาท","8,285,100"
132,งานดูแลสวนและพื้นที่สีเขียว,"1. งบบุคลากร 14,182,100 บาท","1.2 ค่าจ้างประจํา 9,023,900 บาท","01202-1 เงินเพิ่มค่าจ้างประจํา 497,400 บาท","497,400"
133,งานดูแลสวนและพื้นที่สีเขียว,"1. งบบุคลากร 14,182,100 บาท","1.2 ค่าจ้างประจํา 9,023,900 บาท","01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 164,100 บาท","164,100"
134,งานดูแลสวนและพื้นที่สีเขียว,"1. งบบุคลากร 14,182,100 บาท","1.2 ค่าจ้างประจํา 9,023,900 บาท","01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 77,300 บาท","77,300"
135,งานดูแลสวนและพื้นที่สีเขียว,"1. งบบุคลากร 14,182,100 บาท","1.3 ค่าจ้างชั่วคราว 4,176,000 บาท","02101-1 ค่าจ้างชั่วคราว 29 อัตรา 3,075,200 บาท","3,075,200"
136,งานดูแลสวนและพื้นที่สีเขียว,"1. งบบุคลากร 14,182,100 บาท","1.3 ค่าจ้างชั่วคราว 4,176,000 บาท","02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 404,800 บาท","404,800"
137,งานดูแลสวนและพื้นที่สีเขียว,"1. งบบุคลากร 14,182,100 บาท","1.3 ค่าจ้างชั่วคราว 4,176,000 บาท","02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 696,000 บาท","696,000"
138,งานดูแลสวนและพื้นที่สีเขียว,"1. งบบุคลากร 14,182,100 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 370,400 บาท","03128-1 เงินตอบแทนพิเศษของลูกจ้างประจํา 135,600 บาท","135,600"
139,งานดูแลสวนและพื้นที่สีเขียว,"1. งบบุคลากร 14,182,100 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 370,400 บาท","03217-1 เงินสมทบกองทุนประกันสังคม 208,800 บาท","208,800"
140,งานดูแลสวนและพื้นที่สีเขียว,"1. งบบุคลากร 14,182,100 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 370,400 บาท","03611-1 ค่าเครื่องแต่งกาย 26,000 บาท","26,000"
141,งานดูแลสวนและพื้นที่สีเขียว,"2. งบดําเนินงาน 4,154,000 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 4,152,000 บาท","2.1.1 ค่าตอบแทน 820,900 บาท","820,900"
142,งานดูแลสวนและพื้นที่สีเขียว,"2. งบดําเนินงาน 4,154,000 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 4,152,000 บาท","2.1.2 ค่าใช้สอย 326,200 บาท","326,200"
143,งานดูแลสวนและพื้นที่สีเขียว,"2. งบดําเนินงาน 4,154,000 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 4,152,000 บาท","2.1.3 ค่าวัสดุ 3,004,900 บาท","3,004,900"
144,งานดูแลสวนและพื้นที่สีเขียว,"2. งบดําเนินงาน 4,154,000 บาท","2.2 ค่าสาธารณูปโภค 2,000 บาท",,"2,000"
145,งานบริหารทั่วไปและสอบสวนดําเนินคดี,"3. งบรายจ่ายอื่น 500,000 บาท","07199-1 ค่าใช้จ่ายในการบํารุงรักษา ปรับปรุง และเพิ่มพื้นที่สีเขียว 500,000 บาท",,"500,000"
146,งานบริหารทั่วไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 3,380,700 บาท","1.1 เงินเดือน 1,134,960 บาท","01101-1 อัตราเดิม 14 อัตรา 1,058,480 บาท","1,058,480"
147,งานบริหารทั่วไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 3,380,700 บาท","1.1 เงินเดือน 1,134,960 บาท","01102-1 เงินเลื่อนขั้น 63,540 บาท","63,540"
148,งานบริหารทั่วไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 3,380,700 บาท","1.1 เงินเดือน 1,134,960 บาท","01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 8,400 บาท","8,400"
149,งานบริหารทั่วไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 3,380,700 บาท","1.1 เงินเดือน 1,134,960 บาท","01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 3,500 บาท","3,500"
150,งานบริหารทั่วไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 3,380,700 บาท","1.1 เงินเดือน 1,134,960 บาท","01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 1,040 บาท","1,040"
151,งานบริหารทั่วไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 3,380,700 บาท","1.2 ค่าจ้างประจํา 2,208,020 บาท","01201-1 อัตราเดิม 45 อัตรา 2013,100 บาท","2013,100"
152,งานบริหารทั่วไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 3,380,700 บาท","1.2 ค่าจ้างประจํา 2,208,020 บาท","01202-1 เงินเพิ่มค่าจ้างประจํา 121,040 บาท","121,040"
153,งานบริหารทั่วไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 3,380,700 บาท","1.2 ค่าจ้างประจํา 2,208,020 บาท",01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 32580 บาท,32580
154,งานบริหารทั่วไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 3,380,700 บาท","1.2 ค่าจ้างประจํา 2,208,020 บาท","01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 41,300 บาท","41,300"
155,งานบริหารทั่วไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 3,380,700 บาท","1.3 ค่าจ้างชั่วคราว 28,800 บาท","02101-1 ค่าจ้างชั่วคราว 1 อัตรา 20,860 บาท","20,860"
156,งานบริหารทั่วไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 3,380,700 บาท","1.3 ค่าจ้างชั่วคราว 28,800 บาท","02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 3,140 บาท","3,140"
157,งานบริหารทั่วไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 3,380,700 บาท","1.3 ค่าจ้างชั่วคราว 28,800 บาท","02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 4,800 บาท","4,800"
158,งานบริหารทั่วไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 3,380,700 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 8,920 บาท","03122-1 เงินตอบแทนพิเศษของข้าราชการ 7,480 บาท","7,480"
159,งานบริหารทั่วไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 3,380,700 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 8,920 บาท","03217-1 เงินสมทบกองทุนประกันสังคม 1,440 บาท","1,440"
160,งานบริหารทั่วไปและสอบสวนดําเนินคดี,"2. งบดําเนินงาน 4,405,000 บาท","2.1 ค่าตอบแทน 3,751,200 บาท",,"3,751,200"
161,งานบริหารทั่วไปและสอบสวนดําเนินคดี,"2. งบดําเนินงาน 4,405,000 บาท","2.2 ค่าใช้สอย 165,600 บาท",,"165,600"
162,งานบริหารทั่วไปและสอบสวนดําเนินคดี,"2. งบดําเนินงาน 4,405,000 บาท","2.3 ค่าวัสดุ 488,200 บาท",,"488,200"
163,งานตรวจและบังคับใช้กฎหมาย,"3. งบลงทุน 5,900 บาท","05108-1 ตู้เหล็ก แบบ 2 บาน 1 ตู้ 5,900 บาท",,"5,900"
164,งานตรวจและบังคับใช้กฎหมาย,"1. เงินเดือน 4,539,840 บาท","01101-1 อัตราเดิม 14 อัตรา 4,233,920 บาท",,"4,233,920"
165,งานตรวจและบังคับใช้กฎหมาย,"1. เงินเดือน 4,539,840 บาท","01102-1 เงินเลื่อนขั้น 254,160 บาท",,"254,160"
166,งานตรวจและบังคับใช้กฎหมาย,"1. เงินเดือน 4,539,840 บาท","01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 33,600 บาท",,"33,600"
167,งานตรวจและบังคับใช้กฎหมาย,"1. เงินเดือน 4,539,840 บาท","01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 14,000 บาท",,"14,000"
168,งานตรวจและบังคับใช้กฎหมาย,"1. เงินเดือน 4,539,840 บาท","01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 4,160 บาท",,"4,160"
169,งานตรวจและบังคับใช้กฎหมาย,"2. ค่าจ้างประจํา 8,832,080 บาท","01201-1 อัตราเดิม 45 อัตรา 8,052,400 บาท",,"8,052,400"
170,งานตรวจและบังคับใช้กฎหมาย,"2. ค่าจ้างประจํา 8,832,080 บาท","01202-1 เงินเพิ่มค่าจ้างประจํา 484,160 บาท",,"484,160"
171,งานตรวจและบังคับใช้กฎหมาย,"2. ค่าจ้างประจํา 8,832,080 บาท","01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 130,320 บาท",,"130,320"
172,งานตรวจและบังคับใช้กฎหมาย,"2. ค่าจ้างประจํา 8,832,080 บาท","01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 165,200 บาท",,"165,200"
173,งานตรวจและบังคับใช้กฎหมาย,"3. ค่าจ้างชั่วคราว 115,200 บาท","02101-1 ค่าจ้างชั่วคราว 1 อัตรา 83,440 บาท",,"83,440"
174,งานตรวจและบังคับใช้กฎหมาย,"3. ค่าจ้างชั่วคราว 115,200 บาท","02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 12,560 บาท",,"12,560"
175,งานตรวจและบังคับใช้กฎหมาย,"3. ค่าจ้างชั่วคราว 115,200 บาท","02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 19,200 บาท",,"19,200"
176,งานตรวจและบังคับใช้กฎหมาย,"4. ค่าตอบแทน ใช้สอยและวัสดุ 234,080 บาท","03122-1 เงินตอบแทนพิเศษของข้าราชการ 29,920 บาท",,"29,920"
177,งานตรวจและบังคับใช้กฎหมาย,"4. ค่าตอบแทน ใช้สอยและวัสดุ 234,080 บาท","03217-1 เงินสมทบกองทุนประกันสังคม 5,760 บาท",,"5,760"
178,งานบริหารทั่วไปฝ่ายโยธา,"4. ค่าตอบแทน ใช้สอยและวัสดุ 234,080 บาท","03611-1 ค่าเครื่องแต่งกาย 198,400 บาท",,"198,400"
179,งานบริหารทั่วไปฝ่ายโยธา,"1. งบบุคลากร 2,396,300 บาท","1.1 เงินเดือน 1,543,170 บาท","01101-1 อัตราเดิม 16 อัตรา 1,411,320 บาท","1,411,320"
180,งานบริหารทั่วไปฝ่ายโยธา,"1. งบบุคลากร 2,396,300 บาท","1.1 เงินเดือน 1,543,170 บาท",01102-1 เงินเลื่อนขั้น 84720 บาท,84720
181,งานบริหารทั่วไปฝ่ายโยธา,"1. งบบุคลากร 2,396,300 บาท","1.1 เงินเดือน 1,543,170 บาท","01104-1 เงินเพิ่มค่าวิชา 20,160 บาท","20,160"
182,งานบริหารทั่วไปฝ่ายโยธา,"1. งบบุคลากร 2,396,300 บาท","1.1 เงินเดือน 1,543,170 บาท","01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 20,160 บาท","20,160"
183,งานบริหารทั่วไปฝ่ายโยธา,"1. งบบุคลากร 2,396,300 บาท","1.1 เงินเดือน 1,543,170 บาท","01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 5,250 บาท","5,250"
184,งานบริหารทั่วไปฝ่ายโยธา,"1. งบบุคลากร 2,396,300 บาท","1.1 เงินเดือน 1,543,170 บาท","01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 1,560 บาท","1,560"
185,งานบริหารทั่วไปฝ่ายโยธา,"1. งบบุคลากร 2,396,300 บาท","1.2 ค่าจ้างประจํา 781,350 บาท","01201-1 อัตราเดิม 10 อัตรา 728,700 บาท","728,700"
186,งานบริหารทั่วไปฝ่ายโยธา,"1. งบบุคลากร 2,396,300 บาท","1.2 ค่าจ้างประจํา 781,350 บาท","01202-1 เงินเพิ่มค่าจ้างประจํา 43,740 บาท","43,740"
187,งานบริหารทั่วไปฝ่ายโยธา,"1. งบบุคลากร 2,396,300 บาท","1.2 ค่าจ้างประจํา 781,350 บาท",01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 7350 บาท,7350
188,งานบริหารทั่วไปฝ่ายโยธา,"1. งบบุคลากร 2,396,300 บาท","1.2 ค่าจ้างประจํา 781,350 บาท","01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 1,560 บาท","1,560"
189,งานบริหารทั่วไปฝ่ายโยธา,"1. งบบุคลากร 2,396,300 บาท","1.3 ค่าจ้างชั่วคราว 43,200 บาท","02101-1 ค่าจ้างชั่วคราว 1 อัตรา 31,290 บาท","31,290"
190,งานบริหารทั่วไปฝ่ายโยธา,"1. งบบุคลากร 2,396,300 บาท","1.3 ค่าจ้างชั่วคราว 43,200 บาท","02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 4,710 บาท","4,710"
191,งานบริหารทั่วไปฝ่ายโยธา,"1. งบบุคลากร 2,396,300 บาท","1.3 ค่าจ้างชั่วคราว 43,200 บาท",02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 7200 บาท,7200
192,งานบริหารทั่วไปฝ่ายโยธา,"1. งบบุคลากร 2,396,300 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 28,580 บาท","03128-1 เงินตอบแทนพิเศษของลูกจ้างประจํา 12,120 บาท","12,120"
193,งานบริหารทั่วไปฝ่ายโยธา,"1. งบบุคลากร 2,396,300 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 28,580 บาท","03217-1 เงินสมทบกองทุนประกันสังคม 2,160 บาท","2,160"
194,งานบริหารทั่วไปฝ่ายโยธา,"1. งบบุคลากร 2,396,300 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 28,580 บาท",03611-1 ค่าเครื่องแต่งกาย 14300 บาท,14300
195,งานบริหารทั่วไปฝ่ายโยธา,"2. งบดําเนินงาน 999,250 บาท","2.1 ค่าตอบแทน 801,700 บาท",,"801,700"
196,งานบริหารทั่วไปฝ่ายโยธา,"2. งบดําเนินงาน 999,250 บาท","2.2 ค่าใช้สอย 36,500 บาท",,"36,500"
197,งานบริหารทั่วไปฝ่ายโยธา,"2. งบดําเนินงาน 999,250 บาท","2.3 ค่าวัสดุ 161,050 บาท",,"161,050"
198,งานอนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"3. งบลงทุน 25,510 บาท","05105-10 เครื่องคอมพิวเตอร์ สําหรับงานสํานักงาน (จอแสดงภาพ ขนาดไม่น้อยกว่า 19 นิ้ว) พร้อมโปรแกรมระบบปฏิบัติการ 08 แบบ 6 ที่มีลิขสิทธิ์ถูกต้องตามกฎหมาย 1  เครื่อง 25,510 บาท",,"25,510"
199,งานอนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 1,588,000 บาท","1.1 เงินเดือน 1,028,780 บาท","01101-1 อัตราเดิม 16 อัตรา 940,880 บาท","940,880"
200,งานอนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 1,588,000 บาท","1.1 เงินเดือน 1,028,780 บาท","01102-1 เงินเลื่อนขั้น 56,480 บาท","56,480"
201,งานอนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 1,588,000 บาท","1.1 เงินเดือน 1,028,780 บาท","01104-1 เงินเพิ่มค่าวิชา 13,440 บาท","13,440"
202,งานอนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 1,588,000 บาท","1.1 เงินเดือน 1,028,780 บาท","01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 13,440 บาท","13,440"
203,งานอนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 1,588,000 บาท","1.1 เงินเดือน 1,028,780 บาท","01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 3,500 บาท","3,500"
204,งานอนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 1,588,000 บาท","1.1 เงินเดือน 1,028,780 บาท","01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 1,040 บาท","1,040"
205,งานอนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 1,588,000 บาท","1.2 ค่าจ้างประจํา 520,900 บาท","01201-1 อัตราเดิม 10 อัตรา 485,800 บาท","485,800"
206,งานอนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 1,588,000 บาท","1.2 ค่าจ้างประจํา 520,900 บาท","01202-1 เงินเพิ่มค่าจ้างประจํา 29,160 บาท","29,160"
207,งานอนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 1,588,000 บาท","1.2 ค่าจ้างประจํา 520,900 บาท","01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 4,900 บาท","4,900"
208,งานอนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 1,588,000 บาท","1.2 ค่าจ้างประจํา 520,900 บาท","01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 1,040 บาท","1,040"
209,งานอนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 1,588,000 บาท","1.3 ค่าจ้างชั่วคราว 28,800 บาท","02101-1 ค่าจ้างชั่วคราว 1 อัตรา 20,860 บาท","20,860"
210,งานอนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 1,588,000 บาท","1.3 ค่าจ้างชั่วคราว 28,800 บาท","02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 3,140 บาท","3,140"
211,งานอนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 1,588,000 บาท","1.3 ค่าจ้างชั่วคราว 28,800 บาท","02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 4,800 บาท","4,800"
212,งานอนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 1,588,000 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 9,520 บาท","03128-1 เงินตอบแทนพิเศษของลูกจ้างประจํา 8,080 บาท","8,080"
213,งานอนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 1,588,000 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 9,520 บาท","03217-1 เงินสมทบกองทุนประกันสังคม 1,440 บาท","1,440"
214,งานบํารุงรักษาซ่อมแซม,"2. งบดําเนินงาน 65,250 บาท",,,"65,250"
215,งานบํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,970,000 บาท","1.1 เงินเดือน 25,71,950 บาท","01101-1 อัตราเดิม 16 อัตรา 2,352,200 บาท","2,352,200"
216,งานบํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,970,000 บาท","1.1 เงินเดือน 25,71,950 บาท","01102-1 เงินเลื่อนขั้น 141,200 บาท","141,200"
217,งานบํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,970,000 บาท","1.1 เงินเดือน 25,71,950 บาท","01104-1 เงินเพิ่มค่าวิชา 33,600 บาท","33,600"
218,งานบํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,970,000 บาท","1.1 เงินเดือน 25,71,950 บาท","01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 33,600 บาท","33,600"
219,งานบํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,970,000 บาท","1.1 เงินเดือน 25,71,950 บาท","01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 8,750 บาท","8,750"
220,งานบํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,970,000 บาท","1.1 เงินเดือน 25,71,950 บาท","01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 2,600 บาท","2,600"
221,งานบํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,970,000 บาท","1.2 ค่าจ้างประจํา 1,302,250 บาท","01201-1 อัตราเดิม 10 อัตรา 1,214,500 บาท","1,214,500"
222,งานบํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,970,000 บาท","1.2 ค่าจ้างประจํา 1,302,250 บาท",01202-1 เงินเพิ่มค่าจ้างประจํา 72900 บาท,72900
223,งานบํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,970,000 บาท","1.2 ค่าจ้างประจํา 1,302,250 บาท",01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 12250 บาท,12250
224,งานบํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,970,000 บาท","1.2 ค่าจ้างประจํา 1,302,250 บาท","01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 2,600 บาท","2,600"
225,งานบํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,970,000 บาท","1.3 ค่าจ้างชั่วคราว 72,000 บาท","02101-1 ค่าจ้างชั่วคราว 1 อัตรา 52,150 บาท","52,150"
226,งานบํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,970,000 บาท","1.3 ค่าจ้างชั่วคราว 72,000 บาท",02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 7850 บาท,7850
227,งานบํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,970,000 บาท","1.3 ค่าจ้างชั่วคราว 72,000 บาท","02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 12,000 บาท","12,000"
228,งานบํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,970,000 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 23,800 บาท","03128-1 เงินตอบแทนพิเศษของลูกจ้างประจํา 20,200 บาท","20,200"
229,งานบํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,970,000 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 23,800 บาท","03217-1 เงินสมทบกองทุนประกันสังคม 3,600 บาท","3,600"
230,งานบํารุงรักษาซ่อมแซม,"2. งบดําเนินงาน 1,101,600 บาท","2.1 ค่าใช้สอย 400,000 บาท",,"400,000"
231,งานบํารุงรักษาซ่อมแซม,"2. งบดําเนินงาน 1,101,600 บาท","2.2 ค่าวัสดุ 701,600 บาท",,"701,600"
232,งานบํารุงรักษาซ่อมแซม,"3. งบลงทุน 1,395,000 บาท","05313-1 ปรับปรุงขอยประชาสงเคราะห์ 27 จากต้นซอยถึงบ้านเลขที่ 72/1 1,395,000 บาท",,"1,395,000"
233,งานระบายน้้าและแก้ไขปัญหาน้้าท่วม,"4. งบรายจ่ายอื่น 1,500,000 บาท","07123-1 ค่าใช้จ่ายในการซ่อมแซมบํารุงรักษาถนน ตรอก ซอยและ สิ่งสาธารณประโยชน์ เพื่อแก้ไขปัญหาความเดือดร้อนของประชาชน 1,500,000 บาท",,"1,500,000"
234,งานระบายน้้าและแก้ไขปัญหาน้้าท่วม,"1. งบบุคลากร 7,970,200 บาท","1.1 เงินเดือน 839,600 บาท","01101-1 อัตราเดิม 2 อัตรา 792,100 บาท","792,100"
235,งานระบายน้้าและแก้ไขปัญหาน้้าท่วม,"1. งบบุคลากร 7,970,200 บาท","1.1 เงินเดือน 839,600 บาท","01102-1 เงินเลื่อนขั้น 47,500 บาท","47,500"
236,งานระบายน้้าและแก้ไขปัญหาน้้าท่วม,"1. งบบุคลากร 7,970,200 บาท","1.2 ค่าจ้างประจํา 6,116,400 บาท","01201-1 อัตราเดิม 28 อัตรา 5,567,100 บาท","5,567,100"
237,งานระบายน้้าและแก้ไขปัญหาน้้าท่วม,"1. งบบุคลากร 7,970,200 บาท","1.2 ค่าจ้างประจํา 6,116,400 บาท","01202-1 เงินเพิ่มค่าจ้างประจํา 334,300 บาท","334,300"
238,งานระบายน้้าและแก้ไขปัญหาน้้าท่วม,"1. งบบุคลากร 7,970,200 บาท","1.2 ค่าจ้างประจํา 6,116,400 บาท","01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 145,600 บาท","145,600"
239,งานระบายน้้าและแก้ไขปัญหาน้้าท่วม,"1. งบบุคลากร 7,970,200 บาท","1.2 ค่าจ้างประจํา 6,116,400 บาท","01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 69,400 บาท","69,400"
240,งานระบายน้้าและแก้ไขปัญหาน้้าท่วม,"1. งบบุคลากร 7,970,200 บาท","1.3 ค่าจ้างชั่วคราว 864,000 บาท","02101-1 ค่าจ้างชั่วคราว 6 อัตรา 634,200 บาท","634,200"
241,งานระบายน้้าและแก้ไขปัญหาน้้าท่วม,"1. งบบุคลากร 7,970,200 บาท","1.3 ค่าจ้างชั่วคราว 864,000 บาท","02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 85,800 บาท","85,800"
242,งานระบายน้้าและแก้ไขปัญหาน้้าท่วม,"1. งบบุคลากร 7,970,200 บาท","1.3 ค่าจ้างชั่วคราว 864,000 บาท","02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 144,000 บาท","144,000"
