text	x	y	width	height	line_num	filename	page
19 นิ้ว) พร้อมโปรแกรม	697	491	224	40	5	65075.pdf	44
2.2 ค่าใช้สอย	152	1567	143	32	5	65075.pdf	45
40,800	1104	1571	84	29	5	65075.pdf	45
บาท	1253	1570	55	24	5	65075.pdf	45
ส่วนใหญ่เป็นค่าซ่อมแซมไฟฟ้าสาธารณะ	180	1614	379	38	5	65075.pdf	46
- ติดตั้งราวเหล็กกันตกตามแบบ ขบบ.7/2565	375	757	433	39	5	65075.pdf	47
2.2 ค่าใช้สอย	152	1514	143	32	5	65075.pdf	48
694,500	1091	1517	97	29	5	65075.pdf	48
บาท	1253	1517	55	24	5	65075.pdf	48
468	761	116	49	25	5	65075.pdf	49
ส่วนใหญ่เป็นค่าซ่อมแซมยานพาหนะ	180	1614	346	38	5	65075.pdf	50
ไม่น้อยกว่า	402	604	114	31	5	65075.pdf	51
19 นิ้ว) พร้อมโปรแกรมระบบปฏิบัติการ (OS)	517	597	427	46	5	65075.pdf	51
2.1.2 ค่าใช้สอย	121	1673	162	32	5	65075.pdf	52
437,720	1091	1677	97	29	5	65075.pdf	52
บาท	1253	1676	55	24	5	65075.pdf	52
07199-7	240	1089	97	26	5	65075.pdf	53
(8) ค่าใช้จ่ายในการส่งเสริมกิจการสภาเด็กและเยาวชน	375	1082	509	34	5	65075.pdf	53
ค่าซ่อมแซมยานพาหนะ	195	1244	226	30	5	65075.pdf	54
ส่วนใหญ่เป็นค่าจ้างเหมาบริการเป็นรายบุคคล	195	1242	429	41	5	65075.pdf	55
ส่วนใหญ่เป็นค่าวัสดุน้ำมันเชื่อเพลิงและน้ำมันหล่อลืน	195	1555	500	47	5	65075.pdf	56
2.1.2 ค่าใช้สอย	121	1620	162	32	5	65075.pdf	57
56,300	1104	1625	84	28	5	65075.pdf	57
บาท	1253	1623	55	24	5	65075.pdf	57
ค่าครุภัณฑ์ ที่ดินและสิงก่อสร้าง	152	445	311	45	5	65075.pdf	58
96,400	1104	453	84	29	5	65075.pdf	58
บาท	1253	453	55	24	5	65075.pdf	58
ค่าอาหารทําการนอกเวลา	180	1563	245	30	5	65075.pdf	59
- สร้างสนามเด็กเล่น พร้อมโครงหลังคาเหล็กรีดลอน	413	1561	485	32	5	65075.pdf	60
06199-1	240	1568	95	26	5	65075.pdf	61
(2) ค่าอาหารเช้าของนักเรียนในโรงเรียนสังกัด	375	1562	428	33	5	65075.pdf	61
23,130,000	1231	1568	126	29	5	65075.pdf	61
บาท	1401	1571	51	22	5	65075.pdf	61
ขั้นพื้นฐานโรงเรียนสังกัดกรุงเทพมหานคร	405	544	391	47	5	65075.pdf	62
81300	1276	557	81	29	5	65075.pdf	62
บาท	1401	560	51	22	5	65075.pdf	62
2.1.2 ค่าใช้สอย	121	1620	162	32	6	65075.pdf	27
2,032,120	1072	1625	116	28	6	65075.pdf	27
บาท	1253	1623	55	24	6	65075.pdf	27
- ปรับปรุงหลังคาอาคารสํานักงานเขตบางบอน	391	1404	433	39	6	65075.pdf	28
ค่าซ่อมแซมครุภัณฑ์	180	1614	194	41	6	65075.pdf	29
2.2 ค่าสาธารณูปโภค	121	284	239	46	6	65075.pdf	30
1,528,800	1074	295	114	28	6	65075.pdf	30
บาท	1253	293	55	24	6	65075.pdf	30
2.2 ค่าใช้สอย	152	1248	143	32	6	65075.pdf	31
376,300	1091	1252	97	28	6	65075.pdf	31
บาท	1253	1251	55	24	6	65075.pdf	31
ค่าจ้างเหมาบริการเป็นรายบุคคล	180	1402	308	41	6	65075.pdf	32
ค่าจ้างเหมาบริการเป็นรายบุคคลฯ	180	1402	323	41	6	65075.pdf	34
ค่าซ่อมแซมยานพาหนะ ค่าซ่อมแซมครุภัณฑ์	180	1614	418	41	6	65075.pdf	35
ค่าซ่อมแซมยานพาหนะ ค่าซ่อมแซมครุภัณฑ์	180	1614	418	41	6	65075.pdf	36
ค่าตอบแทนเจ้าหน้าที่เก็บขนสิงปฏิกูล	180	1610	355	45	6	65075.pdf	37
2.1.2 ค่าใช้สอย	121	1620	162	32	6	65075.pdf	39
437,300	1091	1624	97	29	6	65075.pdf	39
บาท	1253	1623	55	24	6	65075.pdf	39
ค่าเบียประชุม	180	1502	138	47	6	65075.pdf	41
ค่าเบียประชุม	180	1502	138	47	6	65075.pdf	42
ค่าอาหารทําการนอกเวลา	180	1510	245	30	6	65075.pdf	43
05105-5	240	451	96	25	6	65075.pdf	44
(1) เครื่องคอมพิวเตอร์ สําหรับงานประมวลผล แบบที่ 2	375	440	522	38	6	65075.pdf	44
ค่าอาหารทําการนอกเวลา	180	1510	245	30	6	65075.pdf	45
2.2 ค่าใช้สอย	152	1567	143	32	6	65075.pdf	46
1,274,480	1074	1571	114	29	6	65075.pdf	46
บาท	1253	1570	55	24	6	65075.pdf	46
ตามแบบ ขบบ.11/2565 ยาวประมาณ 183 ม.	390	714	440	29	6	65075.pdf	47
ค่าอาหารทําการนอกเวลา	180	1457	245	30	6	65075.pdf	48
2.1.2 ค่าใช้สอย	121	1567	162	32	6	65075.pdf	50
41,880	1104	1571	84	29	6	65075.pdf	50
บาท	1253	1570	55	24	6	65075.pdf	50
05105-1	240	557	95	25	6	65075.pdf	51
(1) เครื่องคอมพิวเตอร์ สําหรับงานสํานักงาน (จอแสดงภาพขนาด	375	546	604	38	6	65075.pdf	51
ค่าตอบแทนบุคคลภายนอก	180	1616	258	39	6	65075.pdf	52
07199-6	240	1036	97	26	6	65075.pdf	53
(7) ค่าใช้จ่ายในการจัดกิจกรรมการออกกําลังกาย	375	1030	456	33	6	65075.pdf	53
443,500	1263	1036	94	29	6	65075.pdf	53
บาท	1401	1039	51	22	6	65075.pdf	53
2.1 ค่าใช้สอย	152	1195	143	32	6	65075.pdf	54
23,400	1104	1198	84	29	6	65075.pdf	54
บาท	1253	1197	55	24	6	65075.pdf	54
2.1 ค่าใช้สอย	152	1195	143	32	6	65075.pdf	55
709,100	1091	1199	97	28	6	65075.pdf	55
บาท	1253	1197	55	24	6	65075.pdf	55
2.3 ค่าวัสดุ	152	1514	119	40	6	65075.pdf	56
124,840	1093	1517	95	29	6	65075.pdf	56
บาท	1253	1517	55	24	6	65075.pdf	56
ค่าอาหารทําการนอกเวลา	180	1563	245	30	6	65075.pdf	57
3. งบลงทุน	121	407	122	34	6	65075.pdf	58
96,400	1104	406	84	29	6	65075.pdf	58
บาท	1253	399	55	24	6	65075.pdf	58
2.1.1 ค่าตอบแทน	121	1516	187	30	6	65075.pdf	59
2,787,990	1072	1518	116	28	6	65075.pdf	59
บาท	1253	1517	55	24	6	65075.pdf	59
- เสริมรัวเหล็กปลายแหลมกันขโมย สูง 1.50 ม. ยาว 30 ม.	429	1502	549	47	6	65075.pdf	60
06104-1	240	1515	95	25	6	65075.pdf	61
(1) ทุนอาหารกลางวันนักเรียน	375	1509	288	40	6	65075.pdf	61
8,944,200	1244	1515	113	29	6	65075.pdf	61
บาท	1401	1518	51	22	6	65075.pdf	61
07124-1	240	504	95	25	6	65075.pdf	62
(5) ค่าใช้จ่ายในการจัดประชุมสัมมนาคณะกรรมการสถานศึกษา	375	498	589	40	6	65075.pdf	62
ค่าอาหารทําการนอกเวลา	180	1563	245	30	7	65075.pdf	27
- ปรับปรุงห้องประชุมช้น 2 (ห้องเอกชัย)	391	1342	382	47	7	65075.pdf	28
2.1.2 ค่าใช้สอย	121	1567	162	32	7	65075.pdf	29
184,980	1093	1571	95	29	7	65075.pdf	29
บาท	1253	1570	55	24	7	65075.pdf	29
449	761	116	49	26	7	65075.pdf	30
ค่าอาหารทําการนอกเวลา	188	1191	245	30	7	65075.pdf	31
2.1.2 ค่าใช้สอย	121	1354	162	32	7	65075.pdf	32
182,000	1093	1359	95	28	7	65075.pdf	32
บาท	1253	1357	55	24	7	65075.pdf	32
2.1.2 ค่าใช้สอย	121	1354	162	32	7	65075.pdf	34
232,900	1091	1359	97	28	7	65075.pdf	34
บาท	1253	1357	55	24	7	65075.pdf	34
2.1.2 ค่าใช้สอย	121	1567	162	32	7	65075.pdf	35
71,470	1104	1571	84	29	7	65075.pdf	35
บาท	1253	1570	55	24	7	65075.pdf	35
2.1.2 ค่าใช้สอย	121	1567	162	32	7	65075.pdf	36
214,410	1091	1571	97	29	7	65075.pdf	36
บาท	1253	1570	55	24	7	65075.pdf	36
ค่าตอบแทนเจ้าหน้าที่เก็บขนมูลฝอย	180	1557	342	45	7	65075.pdf	37
ค่าอาหารทําการนอกเวลา	180	1563	245	30	7	65075.pdf	39
ค่าอาหารทําการนอกเวลา	180	1457	245	30	7	65075.pdf	41
ค่าอาหารทําการนอกเวลา	180	1457	245	30	7	65075.pdf	42
2.1 ค่าตอบแทน	152	1463	168	30	7	65075.pdf	43
158,500	1093	1465	95	28	7	65075.pdf	43
บาท	1253	1463	55	24	7	65075.pdf	43
ค่าครุภัณฑ์	144	395	116	41	7	65075.pdf	44
71,910	1104	401	84	28	7	65075.pdf	44
บาท	1253	399	55	24	7	65075.pdf	44
2.1 ค่าตอบแทน	152	1463	168	30	7	65075.pdf	45
396,250	1091	1465	97	28	7	65075.pdf	45
บาท	1253	1463	55	24	7	65075.pdf	45
ค่าอาหารทําการนอกเวลา	180	1510	245	30	7	65075.pdf	46
- ก่อสร้างสะพานทางเดิน ค.ส.ล. กว้าง	375	658	360	31	7	65075.pdf	47
1.40 ม.	736	664	80	25	7	65075.pdf	47
2.1 ค่าตอบแทน	152	1409	168	30	7	65075.pdf	48
814,800	1091	1411	97	29	7	65075.pdf	48
บาท	1253	1410	55	24	7	65075.pdf	48
ค่าอาหารทําการนอกเวลา	180	1510	245	30	7	65075.pdf	50
ค่าครุภัณฑ์	152	502	116	41	7	65075.pdf	51
47,910	1104	507	84	29	7	65075.pdf	51
บาท	1253	506	55	24	7	65075.pdf	51
ค่าตอบแทนอาสาสมัครห้องสมุด/บ้านหนังสือ	180	1562	424	40	7	65075.pdf	52
07199-5	240	983	96	26	7	65075.pdf	53
(6) ค่าใช้จ่ายในการส่งเสริมกิจกรรมสโมสรกีฬาและลานกีฬา	375	977	558	33	7	65075.pdf	53
877,900	1263	992	94	29	7	65075.pdf	53
บาท	1401	995	51	22	7	65075.pdf	53
ค่าตอบแทน ใช้สอยและวัสดุ	152	1141	281	40	7	65075.pdf	54
117,030	1093	1146	95	28	7	65075.pdf	54
บาท	1253	1144	55	24	7	65075.pdf	54
ค่าตอบแทน ใช้สอยและวัสดุ	152	1141	281	40	7	65075.pdf	55
842,330	1091	1145	97	29	7	65075.pdf	55
บาท	1253	1144	55	24	7	65075.pdf	55
ค่าซ่อมแซมครุภัณฑ์ ฯลฯ	195	1455	242	41	7	65075.pdf	56
2.1.1 ค่าตอบแทน	121	1516	187	30	7	65075.pdf	57
97,710	1104	1518	84	28	7	65075.pdf	57
บาท	1253	1517	55	24	7	65075.pdf	57
ค่าไฟฟ้า ค่านั้าประปา ค่าโทรศัพท์	165	331	325	38	7	65075.pdf	58
2.1 ค่าตอบแทน ใช้สอยและวัสดุ	121	1461	321	40	7	65075.pdf	59
16,634,590	1061	1464	127	29	7	65075.pdf	59
บาท	1253	1463	55	24	7	65075.pdf	59
ตามแบบ ขบบ.5/2564 ยาว 116 ม.	442	1461	345	27	7	65075.pdf	60
4. งบเงินอุดหนุน	121	1466	174	39	7	65075.pdf	61
32,074,200	1059	1470	129	29	7	65075.pdf	61
บาท	1253	1463	55	24	7	65075.pdf	61
ศูนย์วิชาการเขต	405	444	160	41	7	65075.pdf	62
29800	1276	451	81	29	7	65075.pdf	62
บาท	1401	454	51	22	7	65075.pdf	62
2.1.1 ค่าตอบแทน	121	1516	187	30	8	65075.pdf	27
154,960	1093	1517	95	29	8	65075.pdf	27
บาท	1253	1517	55	24	8	65075.pdf	27
- ปรับปรุงป้ายสํานักงานเขตบางบอน	391	1296	348	40	8	65075.pdf	28
ค่าอาหารทําการนอกเวลา	180	1510	245	30	8	65075.pdf	29
2.1 ค่าตอบแทน	152	1143	168	30	8	65075.pdf	31
376,800	1091	1146	97	28	8	65075.pdf	31
บาท	1253	1144	55	24	8	65075.pdf	31
ค่าอาหารทําการนอกเวลา	180	1297	245	30	8	65075.pdf	32
ค่าอาหารทําการนอกเวลา	180	1297	245	30	8	65075.pdf	34
ค่าอาหารทําการนอกเวลา	180	1510	245	30	8	65075.pdf	35
ค่าอาหารทําการนอกเวลา	180	1510	245	30	8	65075.pdf	36
ค่าอาหารทําการนอกเวลา	180	1510	245	30	8	65075.pdf	37
2.1.1 ค่าตอบแทน	121	1516	187	30	8	65075.pdf	39
1,259,700	1074	1518	114	28	8	65075.pdf	39
บาท	1253	1517	55	24	8	65075.pdf	39
2.1 ค่าตอบแทน	144	1409	168	30	8	65075.pdf	41
946,000	1091	1411	97	29	8	65075.pdf	41
บาท	1253	1410	55	24	8	65075.pdf	41
2.1 ค่าตอบแทน	144	1409	168	30	8	65075.pdf	42
1,419,000	1074	1411	114	29	8	65075.pdf	42
บาท	1253	1410	55	24	8	65075.pdf	42
ค่าตอบแทน ใช้สอยและวัสดุ	152	1407	281	40	8	65075.pdf	43
234,080	1091	1411	97	29	8	65075.pdf	43
บาท	1253	1410	55	24	8	65075.pdf	43
sy,นและสิงก่อสร้าง[เรฯข์๕	144	338	312	45	8	65075.pdf	44
71,910	1104	348	84	28	8	65075.pdf	44
บาท	1253	346	55	24	8	65075.pdf	44
ค่าตอบแทน ใช้สอยและวัสดุ	152	1407	281	40	8	65075.pdf	45
585,200	1091	1412	97	28	8	65075.pdf	45
บาท	1253	1410	55	24	8	65075.pdf	45
2.1 ค่าตอบแทน	152	1463	168	30	8	65075.pdf	46
237,750	1091	1465	97	28	8	65075.pdf	46
บาท	1253	1463	55	24	8	65075.pdf	46
พื้นที่ประมาณ 220 ตร.ม.	390	597	246	38	8	65075.pdf	47
ค่าตอบแทน ใช้สอยและวัสดุ	152	1354	281	40	8	65075.pdf	48
2,115,000	1072	1359	116	28	8	65075.pdf	48
บาท	1253	1357	55	24	8	65075.pdf	48
2.1.1 ค่าตอบแทน	121	1463	187	30	8	65075.pdf	50
286,400	1091	1464	97	29	8	65075.pdf	50
บาท	1253	1463	55	24	8	65075.pdf	50
1มี,นและสิงก่อสร้าง4๕ฯ๕	152	445	311	45	8	65075.pdf	51
47,910	1104	453	84	29	8	65075.pdf	51
บาท	1253	453	55	24	8	65075.pdf	51
ค่าอาหารทําการนอกเวลา	180	1510	245	30	8	65075.pdf	52
07199-4	240	929	97	26	8	65075.pdf	53
(5) ค่าใช้จ่ายในการจัดกิจกรรมครอบครัวรักการอ่าน	375	924	485	33	8	65075.pdf	53
40,000	1276	929	81	29	8	65075.pdf	53
บาท	1401	932	51	22	8	65075.pdf	53
2. งบดําเนินงาน	121	1092	169	32	8	65075.pdf	54
117,030	1093	1098	95	28	8	65075.pdf	54
บาท	1253	1091	55	24	8	65075.pdf	54
2. งบดําเนินงาน	121	1092	169	32	8	65075.pdf	55
842,330	1091	1097	97	29	8	65075.pdf	55
บาท	1253	1091	55	24	8	65075.pdf	55
ค่าซ่อมแซมเครื่องจักรกลและเครื่องทุ่นแรง	195	1398	400	45	8	65075.pdf	56
2.1 ค่าตอบแทน ใช้สอยและวัสดุ	121	1461	321	40	8	65075.pdf	57
370,210	1091	1465	97	28	8	65075.pdf	57
บาท	1253	1463	55	24	8	65075.pdf	57
2.2 ค่าสาธารณูปโภค	121	284	239	46	8	65075.pdf	58
2,350,620	1072	295	116	28	8	65075.pdf	58
บาท	1253	293	55	24	8	65075.pdf	58
2. งบดําเนินงาน	121	1411	169	32	8	65075.pdf	59
18,201,670	1061	1417	127	28	8	65075.pdf	59
บาท	1253	1410	55	24	8	65075.pdf	59
- สร้างรั้วคอนกรีตพร้อมรัวเหล็กเสริมสูง 2 ม.	429	1396	424	47	8	65075.pdf	60
24,000 บีทียู 6 เครื่อง	413	1344	217	45	8	65075.pdf	61
07109-1	240	397	95	26	8	65075.pdf	62
(4) ค่าใช้จ่ายในการพัฒนาคุณภาพการดําเนินงาน	375	392	460	40	8	65075.pdf	62
2.1 ค่าตอบแทน ใช้สอยและวัสดุ	121	1461	321	40	9	65075.pdf	27
2,479,820	1072	1464	116	29	9	65075.pdf	27
บาท	1253	1463	55	24	9	65075.pdf	27
- ปรับปรุงห้องศูนย์ราชการสะดวก (GECC)	391	1242	401	41	9	65075.pdf	28
2.1.1 ค่าตอบแทน	121	1463	187	30	9	65075.pdf	29
232,440	1091	1464	97	29	9	65075.pdf	29
บาท	1253	1463	55	24	9	65075.pdf	29
ค่าตอบแทน ใช้สอยและวัสดุ	152	1088	281	40	9	65075.pdf	31
992,700	1091	1093	97	28	9	65075.pdf	31
บาท	1253	1091	55	24	9	65075.pdf	31
2.1.1 ค่าตอบแทน	121	1250	187	30	9	65075.pdf	32
288,400	1091	1251	97	29	9	65075.pdf	32
บาท	1253	1251	55	24	9	65075.pdf	32
2.1.1 ค่าตอบแทน	121	1250	187	30	9	65075.pdf	34
69,000	1104	1252	84	28	9	65075.pdf	34
บาท	1253	1251	55	24	9	65075.pdf	34
2.1.1 ค่าตอบแทน	121	1463	187	30	9	65075.pdf	35
1,090,710	1074	1465	114	28	9	65075.pdf	35
บาท	1253	1463	55	24	9	65075.pdf	35
2.1.1 ค่าตอบแทน	121	1463	187	30	9	65075.pdf	36
3,272,130	1072	1465	116	28	9	65075.pdf	36
บาท	1253	1463	55	24	9	65075.pdf	36
2.1.1 ค่าตอบแทน	121	1463	187	30	9	65075.pdf	37
9,409,260	1072	1464	116	29	9	65075.pdf	37
บาท	1253	1463	55	24	9	65075.pdf	37
2.1 ค่าตอบแทน ใช้สอยและวัสดุ	121	1461	321	40	9	65075.pdf	39
6,268,200	1072	1465	116	28	9	65075.pdf	39
บาท	1253	1463	55	24	9	65075.pdf	39
ค่าตอบแทน ใช้สอยและวัสดุ	144	1354	281	40	9	65075.pdf	41
1,132,480	1074	1358	114	29	9	65075.pdf	41
บาท	1253	1357	55	24	9	65075.pdf	41
ค่าตอบแทน ใช้สอยและวัสดุ	144	1354	281	40	9	65075.pdf	42
1,698,720	1074	1359	114	28	9	65075.pdf	42
บาท	1253	1357	55	24	9	65075.pdf	42
2. งบดําเนินงาน	121	1358	169	32	9	65075.pdf	43
234,080	1091	1363	97	29	9	65075.pdf	43
บาท	1253	1357	55	24	9	65075.pdf	43
3. งบลงทุน	121	300	122	34	9	65075.pdf	44
71,910	1104	300	84	28	9	65075.pdf	44
บาท	1253	293	55	24	9	65075.pdf	44
2. งบดําเนินงาน	121	1358	169	32	9	65075.pdf	45
585,200	1091	1364	97	28	9	65075.pdf	45
บาท	1253	1357	55	24	9	65075.pdf	45
ค่าตอบแทน ใช้สอยและวัสดุ	152	1407	281	40	9	65075.pdf	46
2,851,120	1072	1412	116	28	9	65075.pdf	46
บาท	1253	1410	55	24	9	65075.pdf	46
- ทุบสกัดสะพานทางเดิน ค.ส.ล. เดิม พร้อมขนทิง	375	544	463	47	9	65075.pdf	47
2. งบดําเนินงาน	121	1305	169	32	9	65075.pdf	48
2,115,000	1072	1311	116	28	9	65075.pdf	48
บาท	1253	1304	55	24	9	65075.pdf	48
2.1 ค่าตอบแทน ใช้สอยและวัสดุ	121	1407	321	40	9	65075.pdf	50
453,400	1091	1411	97	29	9	65075.pdf	50
บาท	1253	1410	55	24	9	65075.pdf	50
3. งบลงทุน	121	407	122	34	9	65075.pdf	51
47,910	1104	406	84	29	9	65075.pdf	51
บาท	1253	399	55	24	9	65075.pdf	51
2.1.1 ค่าตอบแทน	121	1463	187	30	9	65075.pdf	52
830,900	1091	1465	97	28	9	65075.pdf	52
บาท	1253	1463	55	24	9	65075.pdf	52
กรุงเทพมหานคร	405	880	165	31	9	65075.pdf	53
10,000	1278	885	79	29	9	65075.pdf	53
บาท	1401	888	51	22	9	65075.pdf	53
03611-1	240	983	95	26	9	65075.pdf	54
ค่าเครื่องแต่งกาย	375	972	168	36	9	65075.pdf	54
1,800	1291	983	66	29	9	65075.pdf	54
บาท	1401	986	51	22	9	65075.pdf	54
03611-1	240	983	95	26	9	65075.pdf	55
ค่าเครื่องแต่งกาย	375	972	168	36	9	65075.pdf	55
1,800	1291	983	66	29	9	65075.pdf	55
บาท	1401	986	51	22	9	65075.pdf	55
ส่วนใหญ่เป็นค่าซ่อมแซมยานพาหนะ	195	1348	346	38	9	65075.pdf	56
2. งบดําเนินงาน	121	1411	169	32	9	65075.pdf	57
2,720,830	1072	1417	116	28	9	65075.pdf	57
บาท	1253	1410	55	24	9	65075.pdf	57
ๆ717	761	116	49	25	9	65075.pdf	58
03611-1	240	1302	95	26	9	65075.pdf	59
ค่าเครื่องแต่งกาย	375	1291	168	36	9	65075.pdf	59
4,550	1289	1302	68	29	9	65075.pdf	59
บาท	1401	1305	51	22	9	65075.pdf	59
- รือรัวคอนกรีตของเดิม ยาว 116 ม.	429	1342	346	38	9	65075.pdf	60
แบบตังพื้นหรือแบบแขวน (ระบบ Inverter) ขนาด	414	1289	471	40	9	65075.pdf	61
โรงเรียนสังกัดกรุงเทพมหานคร	402	338	297	40	9	65075.pdf	62
4626000	1244	344	113	29	9	65075.pdf	62
บาท	1401	347	51	22	9	65075.pdf	62
2. งบดําเนินงาน	121	1411	169	32	10	65075.pdf	27
3,499,020	1072	1416	116	29	10	65075.pdf	27
บาท	1253	1410	55	24	10	65075.pdf	27
- ปรับปรุงห้องฝ่ายเทศกิจ	391	1190	243	40	10	65075.pdf	28
2.1 ค่าตอบแทน ใช้สอยและวัสดุ	121	1407	321	40	10	65075.pdf	29
801,480	1091	1411	97	29	10	65075.pdf	29
บาท	1253	1410	55	24	10	65075.pdf	29
2. งบดําเนินงาน	121	1039	169	32	10	65075.pdf	31
992,700	1091	1045	97	28	10	65075.pdf	31
บาท	1253	1038	55	24	10	65075.pdf	31
2.1 ค่าตอบแทน ใช้สอยและวัสดุ	121	1195	321	40	10	65075.pdf	32
696,400	1091	1198	97	29	10	65075.pdf	32
บาท	1253	1197	55	24	10	65075.pdf	32
2.1 ค่าตอบแทน ใช้สอยและวัสดุ	121	1195	321	40	10	65075.pdf	34
619,700	1091	1199	97	28	10	65075.pdf	34
บาท	1253	1197	55	24	10	65075.pdf	34
2.1 ค่าตอบแทน ใช้สอยและวัสดุ	121	1407	321	40	10	65075.pdf	35
1,988,775	1074	1412	114	28	10	65075.pdf	35
บาท	1253	1410	55	24	10	65075.pdf	35
2.1 ค่าตอบแทน ใช้สอยและวัสดุ	121	1407	321	40	10	65075.pdf	36
6,598,775	1072	1412	116	28	10	65075.pdf	36
บาท	1253	1410	55	24	10	65075.pdf	36
2.1 ค่าตอบแทน ใช้สอยและวัสดุ	121	1407	321	40	10	65075.pdf	37
15,569,100	1061	1412	127	28	10	65075.pdf	37
บาท	1253	1410	55	24	10	65075.pdf	37
2. งบดําเนินงาน	121	1411	169	32	10	65075.pdf	39
6,314,100	1072	1416	116	29	10	65075.pdf	39
บาท	1253	1410	55	24	10	65075.pdf	39
2. งบดําเนินงาน	121	1305	169	32	10	65075.pdf	41
1,132,480	1074	1310	114	29	10	65075.pdf	41
บาท	1253	1304	55	24	10	65075.pdf	41
2. งบดําเนินงาน	121	1305	169	32	10	65075.pdf	42
1,698,720	1074	1311	114	28	10	65075.pdf	42
บาท	1253	1304	55	24	10	65075.pdf	42
03611-1	240	1249	95	26	10	65075.pdf	43
ค่าเครื่องแต่งกาย	375	1238	168	36	10	65075.pdf	43
780	1308	1249	49	25	10	65075.pdf	43
บาท	1401	1252	51	22	10	65075.pdf	43
463	761	116	49	26	10	65075.pdf	44
03611-1	240	1249	95	26	10	65075.pdf	45
ค่าเครื่องแต่งกาย	375	1238	168	36	10	65075.pdf	45
1,950	1291	1249	66	29	10	65075.pdf	45
บาท	1401	1252	51	22	10	65075.pdf	45
2. งบดําเนินงาน	121	1358	169	32	10	65075.pdf	46
2,851,120	1072	1364	116	28	10	65075.pdf	46
บาท	1253	1357	55	24	10	65075.pdf	46
จากถนนบางบอน 5 ซอย 6 ถึงบ้านเลขที 30/62	374	493	454	37	10	65075.pdf	47
1,190,000	1246	504	111	29	10	65075.pdf	47
บาท	1401	507	51	22	10	65075.pdf	47
03128-1	240	1195	95	26	10	65075.pdf	48
เงินตอบแทนพิเศษของลูกจ้างประจํา	376	1190	342	40	10	65075.pdf	48
60,500	1276	1195	81	29	10	65075.pdf	48
บาท	1401	1198	51	22	10	65075.pdf	48
2. งบดําเนินงาน	121	1358	169	32	10	65075.pdf	50
460,480	1091	1363	97	29	10	65075.pdf	50
บาท	1253	1357	55	24	10	65075.pdf	50
ค่าไฟฟ้า ค่าโทรศัพท์	165	337	200	32	10	65075.pdf	51
2.1 ค่าตอบแทน ใช้สอยและวัสดุ	121	1407	321	40	10	65075.pdf	52
1,500,800	1074	1412	114	28	10	65075.pdf	52
บาท	1253	1410	55	24	10	65075.pdf	52
07199-3	240	823	97	26	10	65075.pdf	53
(4) ค่าใช้จ่ายศูนย์ประสานงานธนาคารสมองของ	375	816	449	41	10	65075.pdf	53
1.3 ค่าตอบแทน ใช้สอยและวัสดุ	123	922	344	46	10	65075.pdf	54
1,800	1120	933	68	28	10	65075.pdf	54
บาท	1253	931	55	24	10	65075.pdf	54
1.3 ค่าตอบแทน ใช้สอยและวัสดุ	123	922	344	46	10	65075.pdf	55
1,800	1120	933	68	28	10	65075.pdf	55
บาท	1253	931	55	24	10	65075.pdf	55
2.2 ค่าใช้สอย	152	1301	143	32	10	65075.pdf	56
32,500	1104	1306	84	28	10	65075.pdf	56
บาท	1253	1304	55	24	10	65075.pdf	56
03611-1	240	1302	95	26	10	65075.pdf	57
ค่าเครื่องแต่งกาย	375	1291	168	36	10	65075.pdf	57
1,950	1291	1302	66	29	10	65075.pdf	57
บาท	1401	1305	51	22	10	65075.pdf	57
03217-1	240	1249	95	26	10	65075.pdf	59
เงินสมทบกองทุนประกันสังคม	376	1244	287	39	10	65075.pdf	59
167,040	1265	1249	92	29	10	65075.pdf	59
บาท	1401	1252	51	22	10	65075.pdf	59
- ปรับปรุงรัวโรงเรียน	413	1289	206	47	10	65075.pdf	60
- เครื่องปรับอากาศ แบบแยกส่วน (ราคารวมค่าติดตั้ง)	398	1236	504	40	10	65075.pdf	61
07106-1	240	291	95	25	10	65075.pdf	62
(3) ค่าใช้จ่ายตามโครงการเรียนฟรี เรียนดีอย่างมีคุณภาพ	375	285	529	40	10	65075.pdf	62
03611-1	240	1302	95	26	11	65075.pdf	27
ค่าเครื่องแต่งกาย	375	1291	168	36	11	65075.pdf	27
2,400	1289	1302	68	29	11	65075.pdf	27
บาท	1401	1305	51	22	11	65075.pdf	27
- ปรับปรุงอาคารสํานักงานเขตบางบอน	375	1138	370	39	11	65075.pdf	28
2. งบดําเนินงาน	121	1358	169	32	11	65075.pdf	29
2,330,280	1072	1364	116	28	11	65075.pdf	29
บาท	1253	1357	55	24	11	65075.pdf	29
03611-1	240	929	95	26	11	65075.pdf	31
ค่าเครื่องแต่งกาย	375	919	168	36	11	65075.pdf	31
1,200	1291	929	66	29	11	65075.pdf	31
บาท	1401	932	51	22	11	65075.pdf	31
2. งบดําเนินงาน	121	1145	169	32	11	65075.pdf	32
862,400	1091	1150	97	29	11	65075.pdf	32
บาท	1253	1144	55	24	11	65075.pdf	32
2. งบดําเนินงาน	121	1145	169	32	11	65075.pdf	34
2,633,700	1072	1151	116	28	11	65075.pdf	34
บาท	1253	1144	55	24	11	65075.pdf	34
2. งบดําเนินงาน	121	1358	169	32	11	65075.pdf	35
1,996,795	1074	1364	114	28	11	65075.pdf	35
บาท	1253	1357	55	24	11	65075.pdf	35
2. งบดําเนินงาน	121	1358	169	32	11	65075.pdf	36
6,610,805	1072	1364	116	28	11	65075.pdf	36
