,job,L1,L2,L3,amount
120,งาน: เก็บขยะมูลฝอยและขนถ่ายสิงปฏิกูล,"1. งบบุคลากร 41,573,740 บาท","1.2 ค่าจ้างประจํา 27,151,150 บาท","01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 676,950 บาท","676,950"
121,งาน: เก็บขยะมูลฝอยและขนถ่ายสิงปฏิกูล,"1. งบบุคลากร 41,573,740 บาท","1.2 ค่าจ้างประจํา 27,151,150 บาท","01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 473,100 บาท","473,100"
122,งาน: เก็บขยะมูลฝอยและขนถ่ายสิงปฏิกูล,"1. งบบุคลากร 41,573,740 บาท","1.3 ค่าจ้างชัวคราว 11,520,000 บาท","02101-1 ค่าจ้างชัวคราว 80 อัตรา 8,419,050 บาท","8,419,050"
123,งาน: เก็บขยะมูลฝอยและขนถ่ายสิงปฏิกูล,"1. งบบุคลากร 41,573,740 บาท","1.3 ค่าจ้างชัวคราว 11,520,000 บาท","02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 1,180,950 บาท","1,180,950"
124,งาน: เก็บขยะมูลฝอยและขนถ่ายสิงปฏิกูล,"1. งบบุคลากร 41,573,740 บาท","1.3 ค่าจ้างชัวคราว 11,520,000 บาท","02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 1,920,000 บาท","1,920,000"
125,งาน: เก็บขยะมูลฝอยและขนถ่ายสิงปฏิกูล,"1. งบบุคลากร 41,573,740 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 927,440 บาท","03217-1 เงินสมทบกองทุนประกันสังคม 576,000 บาท","576,000"
126,งาน: เก็บขยะมูลฝอยและขนถ่ายสิงปฏิกูล,"1. งบบุคลากร 41,573,740 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 927,440 บาท","03611-1 ค่าเครื่องแต่งกาย 68,640 บาท","68,640"
127,งาน: เก็บขยะมูลฝอยและขนถ่ายสิงปฏิกูล,"1. งบบุคลากร 41,573,740 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 927,440 บาท","03128-1 เงินตอบแทนพิเศษของลูกจ้างประจํา 282,800 บาท","282,800"
128,งาน: เก็บขยะมูลฝอยและขนถ่ายสิงปฏิกูล,"2. งบดําเนินงาน 15,589,150 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 15,569,100 บาท","2.1.1 ค่าตอบแทน 9,409,260 บาท","9,409,260"
129,งาน: เก็บขยะมูลฝอยและขนถ่ายสิงปฏิกูล,"2. งบดําเนินงาน 15,589,150 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 15,569,100 บาท","2.1.2 ค่าใช้สอย 428,820 บาท","428,820"
130,งาน: เก็บขยะมูลฝอยและขนถ่ายสิงปฏิกูล,"2. งบดําเนินงาน 15,589,150 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 15,569,100 บาท","2.1.3 ค่าวัสดุ 5,731,020 บาท","5,731,020"
131,งาน: ดูแลสวนและพื้นทสีเขียว,"2. งบดําเนินงาน 15,589,150 บาท","2.2 ค่าสาธารณูปโภค 20,050 บาท",,"20,050"
132,งาน: ดูแลสวนและพื้นทสีเขียว,"1. งบบุคลากร 16,505,400 บาท","1.1 เงินเดือน 410,400 บาท","01101-1 อัตราเดิม 2 อัตรา 376,500 บาท","376,500"
133,งาน: ดูแลสวนและพื้นทสีเขียว,"1. งบบุคลากร 16,505,400 บาท","1.1 เงินเดือน 410,400 บาท","01102-1 เงินเลื่อนขั้น 22,800 บาท","22,800"
134,งาน: ดูแลสวนและพื้นทสีเขียว,"1. งบบุคลากร 16,505,400 บาท","1.1 เงินเดือน 410,400 บาท","01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 8,500 บาท","8,500"
135,งาน: ดูแลสวนและพื้นทสีเขียว,"1. งบบุคลากร 16,505,400 บาท","1.1 เงินเดือน 410,400 บาท","01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 2,600 บาท","2,600"
136,งาน: ดูแลสวนและพื้นทสีเขียว,"1. งบบุคลากร 16,505,400 บาท","1.2 ค่าจ้างประจํา 9,778,100 บาท","01201-1 อัตราเดิม 45 อัตรา 9,002,000 บาท","9,002,000"
137,งาน: ดูแลสวนและพื้นทสีเขียว,"1. งบบุคลากร 16,505,400 บาท","1.2 ค่าจ้างประจํา 9,778,100 บาท","01202-1 เงินเพิ่มค่าจ้างประจํา 399,900 บาท","399,900"
138,งาน: ดูแลสวนและพื้นทสีเขียว,"1. งบบุคลากร 16,505,400 บาท","1.2 ค่าจ้างประจํา 9,778,100 บาท","01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 223,100 บาท","223,100"
139,งาน: ดูแลสวนและพื้นทสีเขียว,"1. งบบุคลากร 16,505,400 บาท","1.2 ค่าจ้างประจํา 9,778,100 บาท","01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 153,100 บาท","153,100"
140,งาน: ดูแลสวนและพื้นทสีเขียว,"1. งบบุคลากร 16,505,400 บาท","1.3 ค่าจ้างชัวคราว 5,904,000 บาท","02101-1 ค่าจ้างชัวคราว 41 อัตรา 4,301,000 บาท","4,301,000"
141,งาน: ดูแลสวนและพื้นทสีเขียว,"1. งบบุคลากร 16,505,400 บาท","1.3 ค่าจ้างชัวคราว 5,904,000 บาท","02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 619,000 บาท","619,000"
142,งาน: ดูแลสวนและพื้นทสีเขียว,"1. งบบุคลากร 16,505,400 บาท","1.3 ค่าจ้างชัวคราว 5,904,000 บาท","02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 984,000 บาท","984,000"
143,งาน: ดูแลสวนและพื้นทสีเขียว,"1. งบบุคลากร 16,505,400 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 412,900 บาท","03217-1 เงินสมทบกองทุนประกันสังคม 295,200 บาท","295,200"
144,งาน: ดูแลสวนและพื้นทสีเขียว,"1. งบบุคลากร 16,505,400 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 412,900 บาท","03611-1 ค่าเครื่องแต่งกาย 16,900 บาท","16,900"
145,งาน: ดูแลสวนและพื้นทสีเขียว,"1. งบบุคลากร 16,505,400 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 412,900 บาท","03128-1 เงินตอบแทนพิเศษของลูกจ้างประจํา 100,800 บาท","100,800"
146,งาน: ดูแลสวนและพื้นทสีเขียว,"2. งบดําเนินงาน 6,314,100 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 6,268,200 บาท","2.1.1 ค่าตอบแทน 1,259,700 บาท","1,259,700"
147,งาน: ดูแลสวนและพื้นทสีเขียว,"2. งบดําเนินงาน 6,314,100 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 6,268,200 บาท","2.1.2 ค่าใช้สอย 437,300 บาท","437,300"
148,งาน: ดูแลสวนและพื้นทสีเขียว,"2. งบดําเนินงาน 6,314,100 บาท","2.1 ค่าตอบแทน ใช้สอยและวัสดุ 6,268,200 บาท","2.1.3 ค่าวัสดุ 4,571,200 บาท","4,571,200"
149,งาน: ดูแลสวนและพื้นทสีเขียว,"2. งบดําเนินงาน 6,314,100 บาท","2.2 ค่าสาธารณูปโภค 45,900 บาท",,"45,900"
150,งาน: บริหารทัวไปและสอบสวนดําเนินคดี,"3. งบรายจ่ายอยิน 800,000 บาท","07199-1 ค่าใช้จ่ายในการบํารุงรักษา ปรับปรุงและเพิ่มพืนทีสีเขียว 800,000 บาท",,"800,000"
151,งาน: บริหารทัวไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 4,490,200 บาท","1.1 เงินเดือน 1,704,200 บาท","01101-1 อัตราเดิม 4 อัตรา 1,589,880 บาท","1,589,880"
152,งาน: บริหารทัวไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 4,490,200 บาท","1.1 เงินเดือน 1,704,200 บาท","01102-1 เงินเลื่อนขั้น 97,520 บาท","97,520"
153,งาน: บริหารทัวไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 4,490,200 บาท","1.1 เงินเดือน 1,704,200 บาท","01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 16,800 บาท","16,800"
154,งาน: บริหารทัวไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 4,490,200 บาท","1.2 ค่าจ้างประจํา 2,674,320 บาท","01201-1 อัตราเดิม 10 อัตรา 2,496,760 บาท","2,496,760"
155,งาน: บริหารทัวไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 4,490,200 บาท","1.2 ค่าจ้างประจํา 2,674,320 บาท","01202-1 เงินเพิ่มค่าจ้างประจํา 153,440 บาท","153,440"
156,งาน: บริหารทัวไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 4,490,200 บาท","1.2 ค่าจ้างประจํา 2,674,320 บาท","01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 13,480 บาท","13,480"
157,งาน: บริหารทัวไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 4,490,200 บาท","1.2 ค่าจ้างประจํา 2,674,320 บาท","01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 10,640 บาท","10,640"
158,งาน: บริหารทัวไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 4,490,200 บาท","1.3 ค่าจ้างชัวคราว 57,600 บาท","02101-1 ค่าจ้างชัวคราว 1 อัตรา 41,720 บาท","41,720"
159,งาน: บริหารทัวไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 4,490,200 บาท","1.3 ค่าจ้างชัวคราว 57,600 บาท","02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 6,280 บาท","6,280"
160,งาน: บริหารทัวไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 4,490,200 บาท","1.3 ค่าจ้างชัวคราว 57,600 บาท","02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 9,600 บาท","9,600"
161,งาน: บริหารทัวไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 4,490,200 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 54,080 บาท","03217-1 เงินสมทบกองทุนประกันสังคม 2,880 บาท","2,880"
162,งาน: บริหารทัวไปและสอบสวนดําเนินคดี,"1. งบบุคลากร 4,490,200 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 54,080 บาท","03611-1 ค่าเครื่องแต่งกาย 51,200 บาท","51,200"
163,งาน: บริหารทัวไปและสอบสวนดําเนินคดี,"2. งบดําเนินงาน 1,132,480 บาท","2.1 ค่าตอบแทน 946,000 บาท",,"946,000"
164,งาน: บริหารทัวไปและสอบสวนดําเนินคดี,"2. งบดําเนินงาน 1,132,480 บาท","2.2 ค่าใช้สอย 43,560 บาท",,"43,560"
165,งาน: ตรวจและบังคับใช้กฎหมาย,"2. งบดําเนินงาน 1,132,480 บาท","2.3 ค่าวัสดุ 142,920 บาท",,"142,920"
166,งาน: ตรวจและบังคับใช้กฎหมาย,"1. งบบุคลากร 6,735,300 บาท","1.1 เงินเดือน 2,556,300 บาท","01101-1 อัตราเดิม 7 อัตรา 2,384,820 บาท","2,384,820"
167,งาน: ตรวจและบังคับใช้กฎหมาย,"1. งบบุคลากร 6,735,300 บาท","1.1 เงินเดือน 2,556,300 บาท","01102-1 เงินเลื่อนขั้น 146,280 บาท","146,280"
168,งาน: ตรวจและบังคับใช้กฎหมาย,"1. งบบุคลากร 6,735,300 บาท","1.1 เงินเดือน 2,556,300 บาท","01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 25,200 บาท","25,200"
169,งาน: ตรวจและบังคับใช้กฎหมาย,"1. งบบุคลากร 6,735,300 บาท","1.2 ค่าจ้างประจํา 4,011,480 บาท","01201-1 อัตราเดิม 16 อัตรา 3,745,140 บาท","3,745,140"
170,งาน: ตรวจและบังคับใช้กฎหมาย,"1. งบบุคลากร 6,735,300 บาท","1.2 ค่าจ้างประจํา 4,011,480 บาท","01202-1 เงินเพิ่มค่าจ้างประจํา 230,160 บาท","230,160"
171,งาน: ตรวจและบังคับใช้กฎหมาย,"1. งบบุคลากร 6,735,300 บาท","1.2 ค่าจ้างประจํา 4,011,480 บาท","01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 20,220 บาท","20,220"
172,งาน: ตรวจและบังคับใช้กฎหมาย,"1. งบบุคลากร 6,735,300 บาท","1.2 ค่าจ้างประจํา 4,011,480 บาท","01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 15,960 บาท","15,960"
173,งาน: ตรวจและบังคับใช้กฎหมาย,"1. งบบุคลากร 6,735,300 บาท","1.3 ค่าจ้างชัวคราว 86,400 บาท","02101-1 ค่าจ้างชัวคราว 1 อัตรา 62,580 บาท","62,580"
174,งาน: ตรวจและบังคับใช้กฎหมาย,"1. งบบุคลากร 6,735,300 บาท","1.3 ค่าจ้างชัวคราว 86,400 บาท","02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 9,420 บาท","9,420"
175,งาน: ตรวจและบังคับใช้กฎหมาย,"1. งบบุคลากร 6,735,300 บาท","1.3 ค่าจ้างชัวคราว 86,400 บาท","02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 14,400 บาท","14,400"
176,งาน: ตรวจและบังคับใช้กฎหมาย,"1. งบบุคลากร 6,735,300 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 81,120 บาท","03217-1 เงินสมทบกองทุนประกันสังคม 4,320 บาท","4,320"
177,งาน: ตรวจและบังคับใช้กฎหมาย,"1. งบบุคลากร 6,735,300 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 81,120 บาท","03611-1 ค่าเครื่องแต่งกาย 76,800 บาท","76,800"
178,งาน: ตรวจและบังคับใช้กฎหมาย,"2. งบดําเนินงาน 1,698,720 บาท","2.1 ค่าตอบแทน 1,419,000 บาท",,"1,419,000"
179,งาน: ตรวจและบังคับใช้กฎหมาย,"2. งบดําเนินงาน 1,698,720 บาท","2.2 ค่าใช้สอย 65,340 บาท",,"65,340"
180,งาน: บริหารทัวไปฝ่ายโยธา,"2. งบดําเนินงาน 1,698,720 บาท","2.3 ค่าวัสดุ 214,380 บาท",,"214,380"
181,งาน: บริหารทัวไปฝ่ายโยธา,"1. งบบุคลากร 1,590,960 บาท","1.1 เงินเดือน 1,478,940 บาท","01101-1 อัตราเดิม 4 อัตรา 1,369,860 บาท","1,369,860"
182,งาน: บริหารทัวไปฝ่ายโยธา,"1. งบบุคลากร 1,590,960 บาท","1.1 เงินเดือน 1,478,940 บาท","01102-1 เงินเลื่อนขั้น 82,200 บาท","82,200"
183,งาน: บริหารทัวไปฝ่ายโยธา,"1. งบบุคลากร 1,590,960 บาท","1.1 เงินเดือน 1,478,940 บาท","01106-1 เงินประจําตําแหน่ง 13,440 บาท","13,440"
184,งาน: บริหารทัวไปฝ่ายโยธา,"1. งบบุคลากร 1,590,960 บาท","1.1 เงินเดือน 1,478,940 บาท","01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 13,440 บาท","13,440"
185,งาน: บริหารทัวไปฝ่ายโยธา,"1. งบบุคลากร 1,590,960 บาท","1.2 ค่าจ้างประจํา 81,000 บาท","01201-1 อัตราเดิม 2 อัตรา 70,320 บาท","70,320"
186,งาน: บริหารทัวไปฝ่ายโยธา,"1. งบบุคลากร 1,590,960 บาท","1.2 ค่าจ้างประจํา 81,000 บาท","01202-1 เงินเพิ่มค่าจ้างประจํา 4,220 บาท","4,220"
187,งาน: บริหารทัวไปฝ่ายโยธา,"1. งบบุคลากร 1,590,960 บาท","1.2 ค่าจ้างประจํา 81,000 บาท","01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 4,800 บาท","4,800"
188,งาน: บริหารทัวไปฝ่ายโยธา,"1. งบบุคลากร 1,590,960 บาท","1.2 ค่าจ้างประจํา 81,000 บาท","01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 1,660 บาท","1,660"
189,งาน: บริหารทัวไปฝ่ายโยธา,"1. งบบุคลากร 1,590,960 บาท","1.3 ค่าจ้างชัวคราว 28,800 บาท","02101-1 ค่าจ้างชัวคราว 1 อัตรา 20,860 บาท","20,860"
190,งาน: บริหารทัวไปฝ่ายโยธา,"1. งบบุคลากร 1,590,960 บาท","1.3 ค่าจ้างชัวคราว 28,800 บาท","02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 3,140 บาท","3,140"
191,งาน: บริหารทัวไปฝ่ายโยธา,"1. งบบุคลากร 1,590,960 บาท","1.3 ค่าจ้างชัวคราว 28,800 บาท","02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 4,800 บาท","4,800"
192,งาน: บริหารทัวไปฝ่ายโยธา,"1. งบบุคลากร 1,590,960 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 2,220 บาท","03217-1 เงินสมทบกองทุนประกันสังคม 1,440 บาท","1,440"
193,งาน: บริหารทัวไปฝ่ายโยธา,"1. งบบุคลากร 1,590,960 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 2,220 บาท",03611-1 ค่าเครื่องแต่งกาย 780 บาท,780
194,งาน: บริหารทัวไปฝ่ายโยธา,"2. งบดําเนินงาน 234,080 บาท","2.1 ค่าตอบแทน 158,500 บาท",,"158,500"
195,งาน: บริหารทัวไปฝ่ายโยธา,"2. งบดําเนินงาน 234,080 บาท","2.2 ค่าใช้สอย 16,320 บาท",,"16,320"
196,งาน: บริหารทัวไปฝ่ายโยธา,"2. งบดําเนินงาน 234,080 บาท","2.3 ค่าวัสดุ 59,260 บาท",,"59,260"
197,งาน: บริหารทัวไปฝ่ายโยธา,"3. งบลงทุน 71,910 บาท","05105-5 (1) เครื่องคอมพิวเตอร์ สําหรับงานประมวลผล แบบที่ 2 (จอแสดงภาพขนาดไม่น้อยกว่า 19 นิ้ว) พร้อมโปรแกรม ระบบปฏิบัติการ (OS) แบบ GGWA ที่มีลิขสิทธิ์ถูกต้อง ตามกฎหมาย 1  เครื่อง 38,510 บาท",,"38,510"
198,งาน: บริหารทัวไปฝ่ายโยธา,"3. งบลงทุน 71,910 บาท","05148-4 (2) เก้าอิทํางานระดับปฏิบัติงาน,ปฏิบัติการ,ชํานาญงาน, อาวุโส,ชํานาญการ 10 ตัว 28,000 บาท",,"28,000"
199,งาน: อนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"3. งบลงทุน 71,910 บาท","05149-3 (3) เก้าอีทํางานระดับชํานาญการพิเศษ ,อํานวยการต้น 1 ตัว 5,400 บาท",,"5,400"
200,งาน: อนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 3,182,310 บาท","1.1 เงินเดือน 2,957,880 บาท","01101-1 อัตราเดิม 7 อัตรา 2,739,720 บาท","2,739,720"
201,งาน: อนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 3,182,310 บาท","1.1 เงินเดือน 2,957,880 บาท","01102-1 เงินเลื่อนขั้น 164,400 บาท","164,400"
202,งาน: อนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 3,182,310 บาท","1.1 เงินเดือน 2,957,880 บาท","01106-1 เงินประจําตําแหน่ง 26,880 บาท","26,880"
203,งาน: อนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 3,182,310 บาท","1.1 เงินเดือน 2,957,880 บาท","01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 26,880 บาท","26,880"
204,งาน: อนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 3,182,310 บาท","1.2 ค่าจ้างประจํา 162,000 บาท","01201-1 อัตราเดิม 4 อัตรา 140,640 บาท","140,640"
205,งาน: อนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 3,182,310 บาท","1.2 ค่าจ้างประจํา 162,000 บาท","01202-1 เงินเพิ่มค่าจ้างประจํา 8,440 บาท","8,440"
206,งาน: อนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 3,182,310 บาท","1.2 ค่าจ้างประจํา 162,000 บาท","01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 9,600 บาท","9,600"
207,งาน: อนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 3,182,310 บาท","1.2 ค่าจ้างประจํา 162,000 บาท","01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 3,320 บาท","3,320"
208,งาน: อนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 3,182,310 บาท","1.3 ค่าจ้างชัวคราว 57,600 บาท","02101-1 ค่าจ้างชัวคราว 2 อัตรา 41,720 บาท","41,720"
209,งาน: อนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 3,182,310 บาท","1.3 ค่าจ้างชัวคราว 57,600 บาท","02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 6,280 บาท","6,280"
210,งาน: อนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 3,182,310 บาท","1.3 ค่าจ้างชัวคราว 57,600 บาท","02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 9,600 บาท","9,600"
211,งาน: อนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 3,182,310 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 4,830 บาท","03217-1 เงินสมทบกองทุนประกันสังคม 2,880 บาท","2,880"
212,งาน: อนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"1. งบบุคลากร 3,182,310 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 4,830 บาท","03611-1 ค่าเครื่องแต่งกาย 1,950 บาท","1,950"
213,งาน: อนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"2. งบดําเนินงาน 585,200 บาท","2.1 ค่าตอบแทน 396,250 บาท",,"396,250"
214,งาน: อนุญาตก่อสร้าง ควบคุมอาคารและผังเมือง,"2. งบดําเนินงาน 585,200 บาท","2.2 ค่าใช้สอย 40,800 บาท",,"40,800"
215,งาน: บํารุงรักษาซ่อมแซม,"2. งบดําเนินงาน 585,200 บาท","2.3 ค่าวัสดุ 148,150 บาท",,"148,150"
216,งาน: บํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,181,530 บาท","1.1 เงินเดือน 2,957,880 บาท","01101-1 อัตราเดิม 7 อัตรา 2,739,720 บาท","2,739,720"
217,งาน: บํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,181,530 บาท","1.1 เงินเดือน 2,957,880 บาท","01102-1 เงินเลื่อนขั้น 164,400 บาท","164,400"
218,งาน: บํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,181,530 บาท","1.1 เงินเดือน 2,957,880 บาท","01106-1 เงินประจําตําแหน่ง 26,880 บาท","26,880"
219,งาน: บํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,181,530 บาท","1.1 เงินเดือน 2,957,880 บาท","01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 26,880 บาท","26,880"
220,งาน: บํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,181,530 บาท","1.2 ค่าจ้างประจํา 162,000 บาท","01201-1 อัตราเดิม 4 อัตรา 140,640 บาท","140,640"
221,งาน: บํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,181,530 บาท","1.2 ค่าจ้างประจํา 162,000 บาท","01202-1 เงินเพิ่มค่าจ้างประจํา 8,440 บาท","8,440"
222,งาน: บํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,181,530 บาท","1.2 ค่าจ้างประจํา 162,000 บาท","01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 9,600 บาท","9,600"
223,งาน: บํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,181,530 บาท","1.2 ค่าจ้างประจํา 162,000 บาท","01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 3,320 บาท","3,320"
224,งาน: บํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,181,530 บาท","1.3 ค่าจ้างชัวคราว 57,600 บาท","02101-1 ค่าจ้างชัวคราว 2 อัตรา 41,720 บาท","41,720"
225,งาน: บํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,181,530 บาท","1.3 ค่าจ้างชัวคราว 57,600 บาท","02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 6,280 บาท","6,280"
226,งาน: บํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,181,530 บาท","1.3 ค่าจ้างชัวคราว 57,600 บาท","02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 9,600 บาท","9,600"
227,งาน: บํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,181,530 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 4,050 บาท","03217-1 เงินสมทบกองทุนประกันสังคม 2,880 บาท","2,880"
228,งาน: บํารุงรักษาซ่อมแซม,"1. งบบุคลากร 3,181,530 บาท","1.4 ค่าตอบแทน ใช้สอยและวัสดุ 4,050 บาท","03611-1 ค่าเครื่องแต่งกาย 1,170 บาท","1,170"
229,งาน: บํารุงรักษาซ่อมแซม,"2. งบดําเนินงาน 2,851,120 บาท","2.1 ค่าตอบแทน 237,750 บาท",,"237,750"
230,งาน: บํารุงรักษาซ่อมแซม,"2. งบดําเนินงาน 2,851,120 บาท","2.2 ค่าใช้สอย 1,274,480 บาท",,"1,274,480"
231,งาน: บํารุงรักษาซ่อมแซม,"2. งบดําเนินงาน 2,851,120 บาท","2.3 ค่าวัสดุ 1,338,890 บาท",,"1,338,890"
232,งาน: บํารุงรักษาซ่อมแซม,"3. งบลงทุน 1,190,000 บาท","05313-15 ปรับปรุงสะพานทางเดินเลียบคลองสรศักดิ จากถนนบางบอน 5 ซอย 6 ถึงบ้านเลขที 30/62 1,190,000 บาท",,"1,190,000"
233,งาน: ระบายน่าและแก้ไขปัญหาน้ำท่วม,"4. งบรายจ่ายอิน 2,500,000 บาท","07123-1 ค่าใช้จ่ายในการซ่อมแซมปบํารุงรักษาถนน ตรอก ซอย และสิงสาธารณประโยชน์เพื่อแก้ไขปัญหาความเดือดร้อน ของประชาชน 2,500,000 บาท",,"2,500,000"
234,งาน: ระบายน่าและแก้ไขปัญหาน้ำท่วม,"1. งบบุคลากร 11,181,400 บาท","1.1 เงินเดือน 1,446,800 บาท","01101-1 อัตราเดิม 3 อัตรา 1,364,900 บาท","1,364,900"
235,งาน: ระบายน่าและแก้ไขปัญหาน้ำท่วม,"1. งบบุคลากร 11,181,400 บาท","1.1 เงินเดือน 1,446,800 บาท","01102-1 เงินเลื่อนขั้น 81,900 บาท","81,900"
236,งาน: ระบายน่าและแก้ไขปัญหาน้ำท่วม,"1. งบบุคลากร 11,181,400 บาท","1.2 ค่าจ้างประจํา 7,957,000 บาท","01201-1 อัตราเดิม 29 อัตรา 7,405,800 บาท","7,405,800"
237,งาน: ระบายน่าและแก้ไขปัญหาน้ำท่วม,"1. งบบุคลากร 11,181,400 บาท","1.2 ค่าจ้างประจํา 7,957,000 บาท","01202-1 เงินเพิ่มค่าจ้างประจํา 342,800 บาท","342,800"
